taxon,growthForm,guild,trophicMode,confidenceRanking,n_assemblies
Ramicandelaber,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Ramichloridium,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Pathotroph-Saprotroph,Probable,1
Ramularia,Microfungus,|Plant Pathogen|,Pathotroph,Probable,2
Ramularia collo-cygni,Microfungus,Endophyte,Symbiotroph,Possible,1
Ramulispora sorghi,NULL,Plant Pathogen,Pathotroph,Probable,1
Rasamsonia,Microfungus,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,1
Recurvomyces,Microfungus,|Undefined Saprotroph|-Unknown Saprotroph,Saprotroph,Possible,1
Retiboletus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,3
Reticulascus,Microfungus,|Wood Saprotroph|,Saprotroph,Probable,1
Rhexocercosporidium,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,1
Rhinocladiella mackenziei,NULL,Animal Pathogen,Pathotroph,Probable,1
Rhinocladiella similis,NULL,Animal Pathogen,Pathotroph,Probable,1
Rhizoclosmatium,Chytrid-Microfungus,Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,3
Rhizoctonia solani,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Rhizodermea,Microfungus,|Endophyte|-Undefined Saprotroph,Saprotroph-Symbiotroph,Probable,1
Rhizodiscina,Microfungus,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Rhizomucor,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Rhizomucor pusillus,NULL,Animal Pathogen,Pathotroph,Probable,1
Rhizophagus,Microfungus,|Arbuscular Mycorrhizal|-Endophyte,Symbiotroph,Highly Probable,7
Rhizophlyctis rosea,NULL,Undefined Saprotroph,Saprotroph,Probable,1
Rhizopogon,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,11
Rhizopus,Microfungus,Plant Pathogen-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,1
Rhizopus arrhizus,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Rhizopus azygosporus,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Rhizopus delemar,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Rhizopus microsporus,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Rhizopus stolonifer,Microfungus,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Possible,1
Rhizosphaera,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,1
Rhodocollybia,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Rhodofomes,Polyporoid,|Wood Saprotroph|,Saprotroph,Probable,1
Rhodosporidiobolus,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,2
Rhodotorula,Yeast,Animal Pathogen-Animal Symbiotroph-Endophyte-Plant Pathogen-|Undefined Saprotroph|,Pathotroph-Saprotroph-Symbiotroph,Probable,19
Rhodotorula glutinis,Yeast,Endophyte,Symbiotroph,Probable,1
Rhodotorula mucilaginosa,Yeast,Animal Pathogen,Pathotroph,Probable,1
Rhynchosporium,Microfungus,|Plant Pathogen|,Pathotroph,Probable,2
Rhynchosporium secalis,NULL,Plant Pathogen,Pathotroph,Probable,1
Rhytidhysteron rufulum,NULL,Plant Pathogen,Pathotroph,Probable,1
Rickenella,Agaricoid,Bryophyte Parasite-|Plant Pathogen|,Pathotroph,Probable,1
Ripartites,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Roridomyces,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Rosellinia necatrix,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Rossbeevera,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,2
Rostrohypoxylon,Microfungus,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Rozella,Plasmodium,|Fungal Parasite|,Pathotroph-Symbiotroph,Highly Probable,1
Rubinoboletus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,1
Rubroboletus,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Probable,3
Rugiboletus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Rugonectria,Microfungus,|Wood Saprotroph|,Saprotroph,Probable,1
Rugosomyces,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Rusavskia,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Russula,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,16
Russula virescens,Agaricoid,Ectomycorrhizal,Symbiotroph,Probable,1
Rutstroemia,Microfungus,|Plant Saprotroph|,Saprotroph,Probable,4
Sabuloglossum,Clavarioid,|Undefined Saprotroph|-Undefined Symbiotroph,Saprotroph-Symbiotroph,Probable,1
Saccharata proteae,NULL,Endophyte,Symbiotroph,Probable,1
Saccharomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,17
Saccharomyces kudriavzevii,NULL,Animal Pathogen,Pathotroph,Probable,1
Saccharomycetales,Yeast,Undefined Saprotroph,Saprotroph,Possible,5
Saccharomycodes,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,1
Saccharomycopsis,Yeast,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,24
Saccharomycopsis fibuligera,NULL,Animal Pathogen,Pathotroph,Probable,1
Saitoella,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,1
Saitozyma,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,2
Saksenaea,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Saksenaea vasiformis,NULL,Animal Pathogen,Pathotroph,Probable,1
Salmacisia,Dimorphic-Smut,|Plant Pathogen|,Pathotroph,Probable,1
Samsoniella,Microfungus,|Animal Parasite|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Sanchytrium,Chytrid-Microfungus,|Algal Parasite|,Pathotroph,Probable,1
Sanghuangporus,Polyporoid,|Wood Saprotroph|,Saprotroph,Probable,5
Saprochaete,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,3
Sarcodon,Agaricoid-Hydnoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,2
Sarcomyxa,Agaricoid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Sarcosagium,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Sarea resinae,NULL,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Possible,1
Sarocladium,Microfungus,|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,6
Sarocladium kiliense,NULL,Animal Pathogen,Pathotroph,Probable,1
Sarocladium oryzae,NULL,Plant Pathogen,Pathotroph,Probable,1
Saturnispora,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,18
Saxophila,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Scedosporium,Microfungus,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,2
Scedosporium apiospermum,NULL,Animal Pathogen,Pathotroph,Probable,1
Scedosporium aurantiacum,NULL,Animal Pathogen,Pathotroph,Highly Probable,1
Scedosporium boydii,NULL,Animal Pathogen,Pathotroph,Highly Probable,1
Scedosporium minutisporum,NULL,Animal Pathogen,Pathotroph,Probable,1
Schaereria,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Scheffersomyces,Yeast,|Animal Symbiotroph|-Undefined Saprotroph,Saprotroph-Symbiotroph,Highly Probable,18
Scheffersomyces spartinae,NULL,Animal Pathogen,Pathotroph,Probable,1
Scheffersomyces stipitis,Yeast,Animal Endosymbiont-Undefined Saprotroph,Saprotroph-Symbiotroph,Highly Probable,1
Schizophyllum commune,Agaricoid,Animal Pathogen-Endophyte-Wood Saprotroph,Pathotroph-Saprotroph,Probable,1
Schizopora,Corticioid,Plant Pathogen-|Wood Saprotroph|,Pathotroph-Saprotroph,Highly Probable,1
Schizosaccharomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Highly Probable,7
Schizosaccharomyces pombe,Yeast,Undefined Saprotroph,Saprotroph,Highly Probable,1
Schizothecium,Microfungus,|Dung Saprotroph|,Saprotroph,Highly Probable,4
Schwanniomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,6
Schwanniomyces yamadae,NULL,Animal Pathogen,Pathotroph,Probable,1
Scleroderma,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,2
Scleromitrula,Microfungus,|Plant Pathogen|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Sclerophora,Calicioid-Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Sclerotinia,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,8
Sclerotinia borealis,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Sclerotinia sclerotiorum,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Sclerotinia spermophila,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Sclerotinia trifoliorum,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Scolecobasidium,Microfungus,|Animal Parasite|-Endophyte-Plant Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,1
Scopulariopsis brevicaulis,NULL,Plant Pathogen,Pathotroph,Probable,1
Scorias,Microfungus,|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Scortechinia,Microfungus,|Wood Saprotroph|,Saprotroph,Probable,1
Scutellospora,Microfungus,|Arbuscular Mycorrhizal|-Endophyte,Symbiotroph,Highly Probable,1
Scytalidium,Microfungus,Animal Parasite-Fungal Parasite-Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|,Pathotroph-Saprotroph,Probable,1
Scytalidium lignicola,NULL,Wood Saprotroph,Saprotroph,Highly Probable,1
Seiridium,Microfungus,|Plant Pathogen|,Pathotroph,Probable,2
Seiridium unicorne,NULL,Plant Pathogen,Pathotroph,Probable,1
Seirophora,Thallus,|Lichenized|,Symbiotroph,Highly Probable,2
Septoria,Microfungus,Endophyte-|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,1
Septoria linicola,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Septoriella,Microfungus,|Plant Saprotroph|,Saprotroph,Probable,1
Serendipita,Microfungus,Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph,Saprotroph-Symbiotroph,Highly Probable,11
Serpula lacrymans,Corticioid,Wood Saprotroph,Saprotroph,Probable,1
Setomelanomma,Microfungus,|Plant Pathogen|-Wood Saprotroph,Pathotroph-Saprotroph,Probable,1
Shiraia,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,2
Simplicillium,Microfungus,|Animal Parasite|-Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,3
Singerocomus,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Probable,2
Sistotremastrum,Corticioid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,2
Smittium,Microfungus,|Animal Symbiotroph|,Symbiotroph,Probable,5
Sodiomyces,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Solicoccozyma,Yeast,Epiphyte-|Undefined Saprotroph|,Saprotroph-Symbiotroph,Probable,2
Solioccasus,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Sordaria,Microfungus,|Dung Saprotroph|-Plant Pathogen-Wood Saprotroph,Pathotroph-Saprotroph,Probable,2
Sordaria macrospora,NULL,Dung Saprotroph,Saprotroph,Highly Probable,1
Sparassis,Microfungus,|Plant Pathogen|-Wood Saprotroph,Pathotroph-Saprotroph,Probable,2
Spathaspora,Yeast,|Animal Symbiotroph|-Undefined Saprotroph,Saprotroph-Symbiotroph,Probable,15
Spencermartinsiella,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,4
Sphaceloma,Microfungus,|Plant Pathogen|,Pathotroph,Probable,1
Sphaerobolus,Gasteroid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Sphaerosporella,Microfungus,|Ectomycorrhizal|,Symbiotroph,Highly Probable,1
Sphaerostilbella,Microfungus,|Fungal Parasite|,Pathotroph,Highly Probable,1
Sphaerulina,Microfungus-Thallus,Lichenized-Plant Pathogen-|Plant Saprotroph|,Pathotroph-Saprotroph-Symbiotroph,Highly Probable,3
Sphagnurus,Agaricoid,Bryophyte Parasite-|Plant Pathogen|,Pathotroph,Probable,1
Spinellus,Microfungus,|Fungal Parasite|,Pathotroph,Highly Probable,1
Spiromastigoides,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Spiromyces aspiralis,NULL,Undefined Saprotroph,Saprotroph,Probable,1
Spizellomyces,Chytrid-Microfungus,Plant Pathogen-|Pollen Saprotroph|-Undefined Parasite-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Spizellomyces punctatus,Microfungus,Undefined Saprotroph,Saprotroph,Probable,1
Spongiforma,Gasteroid-like-Sponge,|Ectomycorrhizal|,Symbiotroph,Probable,1
Spongipellis,Polyporoid,Plant Pathogen-|Wood Saprotroph|,Pathotroph-Saprotroph,Highly Probable,1
Spongispora,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Sporidiobolaceae,Microfungus,Animal Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Sporisorium,Dimorphic-Facultative Yeast-Smut,|Plant Pathogen|,Pathotroph,Probable,5
Sporisorium sorghi,NULL,Plant Pathogen,Pathotroph,Probable,1
Sporobolomyces,Yeast,|Fungal Parasite|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,4
Sporodiniella,Microfungus,Arthropod Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,1
Sporopachydermia,Yeast,|Plant Pathogen|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,2
Sporopachydermia lactativora,NULL,Animal Pathogen,Pathotroph,Probable,1
Sporormia,Microfungus,|Dung Saprotroph|,Saprotroph,Highly Probable,1
Sporothrix,Microfungus,Animal Pathogen-Endophyte-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,14
Sporothrix globosa,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Sporothrix inflata,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Sporothrix schenckii,Microfungus,Animal Pathogen-Plant Saprotroph-Soil Saprotroph,Pathotroph-Saprotroph,Probable,1
Spraguea,Microfungus,|Animal Parasite|,Pathotroph,Probable,1
Stachybotrys,Microfungus,Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|,Pathotroph-Saprotroph,Highly Probable,4
Stachybotrys chartarum,Microfungus,Wood Saprotroph,Saprotroph,Probable,1
Stagonospora,Microfungus,|Plant Pathogen|,Pathotroph,Probable,1
Stagonosporopsis,Microfungus,|Plant Pathogen|,Pathotroph,Probable,5
Staphylotrichum,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,2
Starmera,Yeast,|Plant Pathogen|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,8
Starmerella,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,31
Steccherinum ochraceum,NULL,Plant Pathogen,Pathotroph,Probable,1
Stemphylium,Microfungus,|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph,Pathotroph-Saprotroph,Highly Probable,1
Stemphylium lycopersici,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Stemphylium vesicarium,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Stenocarpella maydis,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Stereocaulon,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Stereum hirsutum,NULL,Wood Saprotroph,Saprotroph,Probable,1
Sticta,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Stictis,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Strobilomyces,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,3
Strobilurus,Agaricoid-Boletoid,|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Saprotroph,Probable,4
Stromatinia,Microfungus,|Plant Pathogen|,Pathotroph,Probable,1
Stropharia,Agaricoid,Dung Saprotroph-Plant Parasite-|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Saprotroph,Probable,1
Stylonectria,Microfungus,|Fungal Parasite|,Pathotroph,Probable,1
Stylopage hadra,Microfungus,Animal Pathogen,Pathotroph,Highly Probable,1
Sugiyamaella,Yeast,|Animal Symbiotroph|-Undefined Saprotroph,Saprotroph-Symbiotroph,Probable,19
Suhomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,30
Suillus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,25
Sutorius,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Probable,3
Symbiotaphrina,Yeast,|Animal Symbiotroph|-Plant Saprotroph,Symbiotroph-Saprotroph-Symbiotroph,Probable,1
Symmetrospora,Yeast,|Epiphyte|-Plant Saprotroph,Saprotroph-Symbiotroph,Probable,1
Sympodiomycopsis,Dimorphic,Plant Pathogen-|Undefined Symbiotroph|,Pathotroph-Symbiotroph,Probable,1
Syncephalastrum,Microfungus,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,5
Syncephalis,Microfungus,|Fungal Parasite|,Pathotroph,Probable,3
Synchytrium,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,1
Synchytrium endobioticum,NULL,Plant Pathogen,Pathotroph,Probable,1
Taiwanofungus,Polyporoid,|Wood Saprotroph|,Saprotroph,Probable,2
Takashimella,Yeast,|Epiphyte|-Plant Saprotroph,Saprotroph-Symbiotroph,Probable,2
Talaromyces,Microfungus,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,46
Talaromyces amestolkiae,NULL,Animal Pathogen,Pathotroph,Probable,1
Talaromyces funiculosus,NULL,Animal Pathogen,Pathotroph,Probable,1
Talaromyces marneffei,Facultative Yeast,Animal Pathogen,Pathotroph,Probable,1
Talaromyces pinophilus,NULL,Animal Pathogen,Pathotroph,Probable,1
Talaromyces ruber,NULL,Animal Pathogen,Pathotroph,Probable,1
Talaromyces rugulosus,NULL,Animal Pathogen,Pathotroph,Probable,1
Taphrina,Dimorphic-Microfungus,|Plant Pathogen|,Pathotroph,Probable,7
Taphrina deformans,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Taphrina wiesneri,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Tausonia,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,1
Tausonia pullulans,Yeast,Undefined Saprotroph,Saprotroph,Probable,1
Teloschistes,Thallus,|Lichenized|,Symbiotroph,Highly Probable,2
Tephrocybe,Agaricoid,|Undefined Saprotroph|,Saprotroph,Probable,5
Terana,Corticioid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Teratosphaeria,Microfungus,|Plant Pathogen|-Plant Saprotroph-Wood Saprotroph,Pathotroph-Saprotroph,Probable,8
Teratosphaeriaceae,NULL,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Terfezia,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,2
Termitomyces,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,28
Terramyces,Chytrid-Microfungus,|Pollen Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Testicularia,Dimorphic-Facultative Yeast-Smut,|Plant Pathogen|,Pathotroph,Probable,1
Tetracladium,Microfungus,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,3
Tetrapisispora,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,8
Tetrapyrgos,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Teunomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,12
Thamnidium,Microfungus,Dung Saprotroph-|Undefined Saprotroph|,Saprotroph,Probable,1
Thamnocephalis,Microfungus,Animal Pathogen-|Fungal Parasite|,Pathotroph,Probable,1
Thecaphora,Dimorphic-Smut,|Plant Pathogen|,Pathotroph,Probable,2
Thelephora,Clavarioid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,3
Thelocarpon,Microfungus-Thallus,Lichen Parasite-|Lichenized|,Pathotroph-Symbiotroph,Highly Probable,2
Thelonectria,Microfungus,|Plant Saprotroph|,Saprotroph,Highly Probable,4
Thelotrema,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Thermoascus,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Thermomucor,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Thermomyces lanuginosus,NULL,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Possible,1
Thermothelomyces,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Thielaviopsis,Microfungus,|Plant Pathogen|-Wood Saprotroph,Pathotroph-Saprotroph,Probable,6
Thoreauomyces,Chytrid-Microfungus,Algal Parasite-Plant Pathogen-|Pollen Saprotroph|,Pathotroph-Saprotroph,Probable,1
Thozetella,Microfungus,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Thyridium,Microfungus,|Wood Saprotroph|,Saprotroph,Probable,2
Tieghemiomyces,Microfungus,Dung Saprotroph-|Fungal Parasite|,Pathotroph-Saprotroph,Probable,1
Tilletia,Dimorphic-Smut,|Plant Pathogen|,Pathotroph,Probable,3
Tilletia caries,Smut,Plant Pathogen,Pathotroph,Probable,1
Tilletia controversa,Smut,Plant Pathogen,Pathotroph,Probable,1
Tilletia indica,Smut,Plant Pathogen,Pathotroph,Probable,1
Tilletia laevis,Smut,Plant Pathogen,Pathotroph,Probable,1
Tilletiaria anomala,NULL,Plant Pathogen,Pathotroph,Probable,1
Tilletiopsis,Microfungus-Yeast,Endophyte-Fungal Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Tirmania,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,1
Toensbergia,Thallus,|Lichenized|,Symbiotroph,Probable,1
Tolypocladium,Microfungus,|Animal Parasite|-Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite,Pathotroph-Symbiotroph,Possible,16
Tolypocladium ophioglossoides,Cordyceptoid,Fungal Parasite,Pathotroph,Highly Probable,1
Torrubiella,Microfungus,|Animal Parasite|-Animal Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Tortispora,Yeast,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,7
Torulaspora,Yeast,Animal Parasite-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,10
Torulaspora delbrueckii,NULL,Animal Pathogen,Pathotroph,Probable,1
Tothia fuscella,Microfungus,Litter Saprotroph,Saprotroph,Highly Probable,1
Toxicocladosporium,Microfungus,Endophyte-|Plant Pathogen|,Pathotroph-Symbiotroph,Probable,1
Trachipleistophora,Microfungus,|Animal Parasite|,Pathotroph,Probable,1
Trametes,Polyporoid,Plant Pathogen-|Wood Saprotroph|,Pathotroph-Saprotroph,Highly Probable,16
Trametopsis,Polyporoid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Tranzscheliella,Dimorphic-Facultative Yeast-Smut,|Plant Pathogen|,Pathotroph,Probable,1
Trapelia,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Trematosphaeria,Microfungus,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Tremella,Dimorphic-Facultative Yeast-Microfungus-Tremelloid,|Fungal Parasite|-Lichen Parasite,Pathotroph,Probable,1
Tremella fuciformis,Facultative Yeast,Fungal Parasite,Pathotroph,Highly Probable,1
Tremella mesenterica,Facultative Yeast-Tremelloid,Fungal Parasite,Pathotroph,Highly Probable,1
Tremellales,Tremelloid-Yeast,Fungal Parasite-Undefined Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Possible,3
Triangularia,Microfungus,Dung Saprotroph-|Undefined Saprotroph|,Saprotroph,Probable,2
Trichaptum,Polyporoid,|Wood Saprotroph|,Saprotroph,Highly Probable,1
Tricharina,Microfungus,Endophyte-|Undefined Saprotroph|,Saprotroph-Symbiotroph,Probable,1
Trichocladium,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,3
Trichodelitschia bisporula,Microfungus,Dung Saprotroph,Saprotroph,Highly Probable,1
Trichoderma,Microfungus,Animal Pathogen-Endophyte-Epiphyte-|Fungal Parasite|-Plant Pathogen-Wood Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,30
Trichoderma asperelloides,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Trichoderma asperellum,Microfungus,Endophyte,Symbiotroph,Probable,1
Trichoderma atroviride,Microfungus,Endophyte,Symbiotroph,Probable,1
Trichoderma gamsii,Microfungus,Endophyte,Symbiotroph,Probable,1
Trichoderma hamatum,Microfungus,Endophyte-Wood Saprotroph,Saprotroph-Symbiotroph,Probable,1
Trichoderma harzianum,Microfungus,Endophyte-Fungal Parasite-Plant Pathogen,Pathotroph,Probable,1
Trichoderma koningii,Microfungus,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Probable,1
Trichoderma longibrachiatum,Microfungus,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Probable,1
Trichoderma polysporum,Microfungus,Fungal Parasite,Pathotroph,Highly Probable,1
Trichoderma virens,Microfungus,Endophyte,Symbiotroph,Probable,1
Trichoderma viride,Microfungus,Animal Pathogen,Pathotroph,Probable,1
Trichoglossum hirsutum,Spathuloid,Undefined Saprotroph,Saprotroph,Probable,1
Tricholoma,Agaricoid,|Ectomycorrhizal|-Fungal Parasite,Pathotroph-Symbiotroph,Highly Probable,10
Tricholomella,Agaricoid,|Undefined Saprotroph|,Saprotroph,Probable,1
Trichomonascus,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,3
Trichomonascus ciferrii,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophaea hybrida,NULL,Ectomycorrhizal,Symbiotroph,Highly Probable,1
Trichophyton,Microfungus,|Animal Parasite|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,6
Trichophyton interdigitale,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton mentagrophytes,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton rubrum,NULL,Animal Pathogen,Pathotroph,Highly Probable,1
Trichophyton schoenleinii,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton simii,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton tonsurans,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton verrucosum,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichophyton violaceum,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichosporon,Yeast,|Animal Parasite|-Animal Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,7
Trichosporon asahii,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichosporon coremiiforme,NULL,Animal Pathogen,Pathotroph,Probable,1
Trichosporon inkin,NULL,Animal Pathogen,Pathotroph,Probable,1
