q	s	pident	length	qlen	slen	qstart	qend	sstart	send	evalue	bits	qcov	scov	q_label	s_label	q_locus	s_locus
485B-1_L_OLD_CPA0023|C4025D1_005989-T1	Phoenix_1|CDD70D4_008045-T1	99.2	125	188	196	39	163	1	125	9.520000000000001e-88	249.0	0.665	0.638	H043	H039	L001	L001
485B-1_L_OLD_CPA0023|C4025D1_005989-T1	SDVA20|C001139_007070-T1	99.2	125	188	196	39	163	1	125	9.520000000000001e-88	249.0	0.665	0.638	H043	H032	L001	L001
730334_Guatemala|C5AD400_001716-T1	SDVA42|C8631F9_001720-T1	100.0	128	130	257	3	130	35	162	9.96e-88	249.0	0.985	0.498	H073	H064	L002	L002
730332_Guatemala|C45F23D_001753-T1	SDVA20|C001139_007070-T1	99.2	125	150	196	1	125	1	125	3e-88	249.0	0.833	0.638	H030	H032	L001	L001
730332_Guatemala|C45F23D_001753-T1	Phoenix_1|CDD70D4_008045-T1	99.2	125	150	196	1	125	1	125	3e-88	249.0	0.833	0.638	H030	H039	L001	L001
Phoenix_1|CDD70D4_008045-T1	485B-1_L_OLD_CPA0023|C4025D1_005989-T1	99.2	125	196	188	1	125	39	163	1.41e-87	249.0	0.638	0.665	H039	H043	L001	L001
Phoenix_1|CDD70D4_008045-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	196	150	1	125	1	125	3.92e-88	249.0	0.638	0.833	H039	H030	L001	L001
730332_Guatemala|C45F23D_001753-T1	SDVA38|CE6DD8A_000803-T1	99.2	125	150	271	1	125	39	163	5.02e-87	249.0	0.833	0.461	H030	H029	L001	L001
730332_Guatemala|C45F23D_001753-T1	B14286|CC2BA17_001544-T1	99.2	125	150	390	1	125	169	293	1.9000000000000002e-85	249.0	0.833	0.321	H030	H044	L001	L001
730332_Guatemala|C45F23D_001753-T1	B11035|C5FC1D8_003079-T1	99.2	125	150	391	1	125	170	294	1.9600000000000002e-85	249.0	0.833	0.32	H030	H033	L001	L001
B11035|C5FC1D8_003079-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	391	150	170	294	1	125	7.230000000000001e-85	248.0	0.32	0.833	H033	H030	L001	L001
SDVA42|C8631F9_001720-T1	730334_Guatemala|C5AD400_001716-T1	100.0	128	257	130	35	162	3	130	7.99e-87	248.0	0.498	0.985	H064	H073	L002	L002
GT-158|C010C21_006437-T1	485B-1_L_OLD_CPA0023|C4025D1_005989-T1	99.2	125	168	188	1	125	39	163	9.49e-88	248.0	0.744	0.665	H042	H043	L001	L001
GT-158|C010C21_006437-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	168	150	1	125	1	125	2.6400000000000003e-88	248.0	0.744	0.833	H042	H030	L001	L001
SDVA20|C001139_007070-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	196	150	1	125	1	125	1.12e-87	248.0	0.638	0.833	H032	H030	L001	L001
SDVA20|C001139_007070-T1	485B-1_L_OLD_CPA0023|C4025D1_005989-T1	99.2	125	196	188	1	125	39	163	4.0300000000000005e-87	248.0	0.638	0.665	H032	H043	L001	L001
B10757_Nevada|CAE1CCF_003071-T1	485B-1_L_OLD_CPA0023|C4025D1_005989-T1	99.2	125	196	188	1	125	39	163	2.84e-87	248.0	0.638	0.665	H035	H043	L001	L001
SDVA38|CE6DD8A_000803-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	271	150	39	163	1	125	1.29e-86	248.0	0.461	0.833	H029	H030	L001	L001
B10757_Nevada|CAE1CCF_003071-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	196	150	1	125	1	125	7.89e-88	248.0	0.638	0.833	H035	H030	L001	L001
B3276|C38AD85_001344-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	31.5	498	541	898	36	520	62	535	5.37e-75	248.0	0.896	0.528	H077	H065	L005	L006
B14286|CC2BA17_001544-T1	730332_Guatemala|C45F23D_001753-T1	99.2	125	390	150	169	293	1	125	7.010000000000001e-85	248.0	0.321	0.833	H044	H030	L001	L001
B3276|C38AD85_001344-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	31.5	498	541	1608	36	520	62	535	1.4e-73	248.0	0.896	0.295	H077	H047	L005	L006
730334_Guatemala|C5AD400_001716-T1	Michoacan_1|C0F72A3_003139-T1	99.2	128	130	676	3	130	35	162	6.679999999999999e-82	246.0	0.985	0.189	H073	H058	L002	L002
CA25|C4385CC_002784-T1	B11300|C7C73A6_000676-T1	84.6	156	151	156	1	151	1	156	1.34e-87	246.0	1.0	1.0	H016	H013	L002	L002
Michoacan_1|C0F72A3_003139-T1	730334_Guatemala|C5AD400_001716-T1	99.2	128	676	130	35	162	3	130	4.879999999999999e-81	246.0	0.189	0.985	H058	H073	L002	L002
B11300|C7C73A6_000676-T1	CA25|C4385CC_002784-T1	84.0	156	156	151	1	156	1	151	5.65e-87	244.0	1.0	1.0	H013	H016	L002	L002
SDVA10|CE292C0_000946-T1	B3440|C2CD592_001965-T1	100.0	123	245	159	1	123	1	123	5.23e-84	241.0	0.502	0.774	H009	H015	L002	L002
B3440|C2CD592_001965-T1	SDVA10|CE292C0_000946-T1	100.0	123	159	245	1	123	1	123	2.39e-84	241.0	0.774	0.502	H015	H009	L002	L002
B11300|C7C73A6_000676-T1	UCSF_Cp_Silveira|C282BBF_005390-T1	99.2	120	156	242	1	120	1	120	9.04e-83	237.0	0.769	0.496	H013	H011	L002	L002
407-0_S_OLD_CPA0002|C577643_002522-T1	B3276|C38AD85_001344-T1	31.5	496	898	541	62	535	36	520	1.94e-70	236.0	0.528	0.896	H065	H077	L006	L005
578-1_L_NEW_CPA0049|C79DB71_006976-T1	B3276|C38AD85_001344-T1	31.5	496	1608	541	62	535	36	520	5.04e-69	236.0	0.295	0.896	H047	H077	L006	L005
UCSF_Cp_Silveira|C282BBF_005390-T1	B11300|C7C73A6_000676-T1	99.2	120	242	156	1	120	1	120	2.82e-82	236.0	0.496	0.769	H011	H013	L002	L002
B3440|C2CD592_001965-T1	B11300|C7C73A6_000676-T1	79.9	159	159	156	1	159	1	156	9.78e-83	234.0	1.0	1.0	H015	H013	L002	L002
B11300|C7C73A6_000676-T1	B3440|C2CD592_001965-T1	79.9	159	156	159	1	156	1	159	9.6e-83	234.0	1.0	1.0	H013	H015	L002	L002
730334_Guatemala|C5AD400_001716-T1	B11871|CA42FC6_007798-T1	93.8	128	130	394	3	130	35	162	1.45e-79	233.0	0.985	0.325	H073	H049	L002	L002
B11871|CA42FC6_007798-T1	730334_Guatemala|C5AD400_001716-T1	93.8	128	394	130	35	162	3	130	3.53e-78	231.0	0.325	0.985	H049	H073	L002	L002
COCSP-3505|C3BD8F1_004417-T1	CA25|C4385CC_002784-T1	84.4	141	237	151	1	141	1	133	2.1800000000000003e-79	229.0	0.595	0.881	H012	H016	L002	L002
GT-111|C5A2EA4_002972-T1	B3269|C180A32_006926-T1	31.0	503	934	1177	363	853	5	484	5.7100000000000006e-64	228.0	0.526	0.408	H046	H059	L010	L005
B3269|C180A32_006926-T1	GT-111|C5A2EA4_002972-T1	30.4	527	1177	934	5	508	363	876	7.19e-64	228.0	0.428	0.55	H059	H046	L005	L010
CA25|C4385CC_002784-T1	COCSP-3505|C3BD8F1_004417-T1	84.4	141	151	237	1	133	1	141	1.9700000000000002e-79	228.0	0.881	0.595	H016	H012	L002	L002
UTAH_23742X260|CC29979_006059-T1	B3440|C2CD592_001965-T1	81.6	141	251	159	21	155	1	141	2.54e-76	222.0	0.538	0.887	H010	H015	L002	L002
B3440|C2CD592_001965-T1	UTAH_23742X260|CC29979_006059-T1	81.6	141	159	251	1	141	21	155	6.51e-76	220.0	0.887	0.538	H015	H010	L002	L002
GT-119|C5FB385_003315-T1	CA25|C4385CC_002784-T1	100.0	106	196	151	1	106	1	106	7.02e-75	216.0	0.541	0.702	H017	H016	L002	L002
CA25|C4385CC_002784-T1	GT-119|C5FB385_003315-T1	100.0	106	151	196	1	106	1	106	1.0899999999999999e-74	215.0	0.702	0.541	H016	H017	L002	L002
UTAH_23742X260|CC29979_006059-T1	B11300|C7C73A6_000676-T1	81.2	138	251	156	21	155	1	138	2.4900000000000003e-73	214.0	0.538	0.885	H010	H013	L002	L002
B11300|C7C73A6_000676-T1	UTAH_23742X260|CC29979_006059-T1	78.3	143	156	251	1	138	21	155	2.53e-72	211.0	0.885	0.538	H013	H010	L002	L002
SDVA10|CE292C0_006993-T1	UTAH_20380X1|CF4A409_007973-T1	100.0	105	105	440	1	105	336	440	1.8e-70	210.0	1.0	0.239	H038	H036	L012	L012
UTAH_20380X1|CF4A409_007973-T1	SDVA10|CE292C0_006993-T1	100.0	105	440	105	336	440	1	105	1.06e-69	209.0	0.239	1.0	H036	H038	L012	L012
409B-0_L_OLD_CPA0011|C90261E_005650-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	24.0	910	905	1608	20	857	686	1572	2.9700000000000003e-57	207.0	0.926	0.552	H072	H047	L005	L006
578-1_L_NEW_CPA0049|C79DB71_006976-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	23.8	916	1608	905	686	1578	20	863	1.22e-55	203.0	0.555	0.933	H047	H072	L006	L005
SDVA42|C8631F9_001720-T1	IL1|C81A900_003260-T1	99.0	102	257	102	1	102	1	102	5.369999999999999e-69	201.0	0.397	1.0	H064	H080	L002	L002
B3222|C3A673A_002130-T1	730334_Guatemala|C5AD400_001716-T1	100.0	103	117	130	1	103	1	103	6.87e-71	201.0	0.88	0.792	H076	H073	L002	L002
IL1|C81A900_003260-T1	SDVA42|C8631F9_001720-T1	99.0	102	102	257	1	102	1	102	4.28e-69	201.0	1.0	0.397	H080	H064	L002	L002
Michoacan_1|C0F72A3_003139-T1	IL1|C81A900_003260-T1	99.0	102	676	102	1	102	1	102	1.82e-64	201.0	0.151	1.0	H058	H080	L002	L002
IL1|C81A900_003260-T1	Michoacan_1|C0F72A3_003139-T1	99.0	102	102	676	1	102	1	102	5.34e-65	201.0	1.0	0.151	H080	H058	L002	L002
730334_Guatemala|C5AD400_001716-T1	B3222|C3A673A_002130-T1	100.0	103	130	117	1	103	1	103	7.63e-71	201.0	0.792	0.88	H073	H076	L002	L002
B3222|C3A673A_002130-T1	SDVA42|C8631F9_001720-T1	100.0	101	117	257	3	103	35	135	1.84e-67	197.0	0.863	0.393	H076	H064	L002	L002
GT-111|C5A2EA4_002972-T1	B11035|C5FC1D8_003314-T1	33.4	392	934	1123	465	853	33	416	5.04e-54	197.0	0.416	0.342	H046	H057	L010	L005
SDVA42|C8631F9_001720-T1	B3222|C3A673A_002130-T1	100.0	101	257	117	35	135	3	103	8.12e-67	196.0	0.393	0.863	H064	H076	L002	L002
Michoacan_1|C0F72A3_003139-T1	B3222|C3A673A_002130-T1	99.0	101	676	117	35	135	3	103	8.46e-62	195.0	0.149	0.863	H058	H076	L002	L002
B3222|C3A673A_002130-T1	Michoacan_1|C0F72A3_003139-T1	99.0	101	117	676	3	103	35	135	2.04e-62	194.0	0.863	0.149	H076	H058	L002	L002
B11871|CA42FC6_007798-T1	IL1|C81A900_003260-T1	94.1	102	394	102	1	102	1	102	7.710000000000001e-64	193.0	0.259	1.0	H049	H080	L002	L002
IL1|C81A900_003260-T1	B11871|CA42FC6_007798-T1	94.1	102	102	394	1	102	1	102	2.82e-64	192.0	1.0	0.259	H080	H049	L002	L002
GT-101|C4EFBB3_002316-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	23.1	913	1631	905	712	1601	20	863	3.57e-52	192.0	0.546	0.933	H051	H072	L006	L005
409B-0_L_OLD_CPA0011|C90261E_005650-T1	GT-101|C4EFBB3_002316-T1	24.7	770	905	1631	7	739	700	1454	6.1499999999999995e-52	191.0	0.81	0.463	H072	H051	L005	L006
B11035|C5FC1D8_003314-T1	GT-111|C5A2EA4_002972-T1	33.6	390	1123	934	33	414	465	851	7.58e-52	190.0	0.34	0.414	H057	H046	L005	L010
B3222|C3A673A_002130-T1	B11871|CA42FC6_007798-T1	95.0	101	117	394	3	103	35	135	3.27e-62	188.0	0.863	0.256	H076	H049	L002	L002
B11300|C7C73A6_000676-T1	COCSP-3505|C3BD8F1_004417-T1	71.6	141	156	237	1	138	1	141	5.83e-63	187.0	0.885	0.595	H013	H012	L002	L002
B11871|CA42FC6_007798-T1	B3222|C3A673A_002130-T1	95.0	101	394	117	35	135	3	103	1.55e-61	187.0	0.256	0.863	H049	H076	L002	L002
COCSP-3505|C3BD8F1_004417-T1	B11300|C7C73A6_000676-T1	71.6	141	237	156	1	141	1	138	6.25e-63	187.0	0.595	0.885	H012	H013	L002	L002
SDVA10|CE292C0_000946-T1	CA25|C4385CC_002784-T1	78.9	123	245	151	1	123	1	115	5.67e-62	185.0	0.502	0.762	H009	H016	L002	L002
CA25|C4385CC_002784-T1	SDVA10|CE292C0_000946-T1	78.9	123	151	245	1	115	1	123	3.5e-62	185.0	0.762	0.502	H016	H009	L002	L002
409B-0_L_OLD_CPA0011|C90261E_007970-T1	B11035|C5FC1D8_003079-T1	29.4	486	1090	391	112	591	19	359	7.85e-52	180.0	0.44	0.872	H025	H033	L008	L001
CA25|C4385CC_002784-T1	UCSF_Cp_Silveira|C282BBF_005390-T1	79.2	120	151	242	1	115	1	120	1.2e-59	178.0	0.762	0.496	H016	H011	L002	L002
B11035|C5FC1D8_003079-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	29.4	486	391	1090	19	359	112	591	3.24e-51	177.0	0.872	0.44	H033	H025	L001	L008
UCSF_Cp_Silveira|C282BBF_005390-T1	CA25|C4385CC_002784-T1	78.3	120	242	151	1	120	1	115	1.09e-58	176.0	0.496	0.762	H011	H016	L002	L002
UTAH_23742X260|CC29979_006058-T1	5SD|CCCC1E1_003646-T1	84.8	105	89	105	1	89	1	105	3.1100000000000003e-59	170.0	1.0	1.0	H086	H055	L002	L002
GT-119|C5FB385_003315-T1	B3440|C2CD592_001965-T1	78.1	114	196	159	1	106	1	114	1.08e-56	170.0	0.541	0.717	H017	H015	L002	L002
B11300|C7C73A6_000676-T1	SDVA10|CE292C0_000946-T1	74.0	123	156	245	1	120	1	123	4.7500000000000005e-56	169.0	0.769	0.502	H013	H009	L002	L002
SDVA10|CE292C0_000946-T1	B11300|C7C73A6_000676-T1	74.0	123	245	156	1	123	1	120	1.06e-55	169.0	0.502	0.769	H009	H013	L002	L002
5SD|CCCC1E1_003646-T1	UTAH_23742X260|CC29979_006058-T1	84.8	105	105	89	1	105	1	89	5.220000000000001e-59	169.0	1.0	1.0	H055	H086	L002	L002
B3440|C2CD592_001965-T1	GT-119|C5FB385_003315-T1	78.1	114	159	196	1	114	1	106	1.2400000000000001e-56	169.0	0.717	0.541	H015	H017	L002	L002
B3440|C2CD592_001965-T1	UCSF_Cp_Silveira|C282BBF_005390-T1	73.2	123	159	242	1	123	1	120	5.58e-55	167.0	0.774	0.496	H015	H011	L002	L002
SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	574-0_S_OLD_CPA0039|C27CBD2_001106-T1	100.0	81	589	81	1	81	1	81	5.1499999999999994e-52	166.0	0.138	1.0	H022	H020	L003	L003
GT-119|C5FB385_003315-T1	B11300|C7C73A6_000676-T1	79.3	111	196	156	1	106	1	111	3.2099999999999997e-55	166.0	0.541	0.712	H017	H013	L002	L002
574-0_S_OLD_CPA0039|C27CBD2_001106-T1	B11872|C426E4A_003179-T1	100.0	81	81	791	1	81	1	81	2.82e-52	166.0	1.0	0.102	H020	H018	L003	L003
574-0_S_OLD_CPA0039|C27CBD2_001106-T1	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	100.0	81	81	589	1	81	1	81	5.08e-53	166.0	1.0	0.138	H020	H022	L003	L003
B11872|C426E4A_003179-T1	574-0_S_OLD_CPA0039|C27CBD2_001106-T1	100.0	81	791	81	1	81	1	81	3.79e-51	166.0	0.102	1.0	H018	H020	L003	L003
UCSF_Cp_Silveira|C282BBF_005390-T1	B3440|C2CD592_001965-T1	73.2	123	242	159	1	120	1	123	1.7e-54	166.0	0.496	0.774	H011	H015	L002	L002
B11300|C7C73A6_000676-T1	GT-119|C5FB385_003315-T1	78.4	111	156	196	1	111	1	106	1.4599999999999998e-54	164.0	0.712	0.541	H013	H017	L002	L002
CA25|C4385CC_002784-T1	A502-1|C7FAE4E_005112-T1	97.6	83	151	182	51	133	4	86	2.25e-54	163.0	0.55	0.456	H016	H014	L002	L002
B11871|CA42FC6_007798-T1	GT-151|CDCC634_000369-T1	100.0	80	394	80	1	80	1	80	3.51e-52	162.0	0.203	1.0	H049	H079	L002	L002
A502-1|C7FAE4E_005112-T1	CA25|C4385CC_002784-T1	97.6	83	182	151	4	86	51	133	7.73e-54	162.0	0.456	0.55	H014	H016	L002	L002
GT-151|CDCC634_000369-T1	B11871|CA42FC6_007798-T1	100.0	80	80	394	1	80	1	80	1.4199999999999999e-52	161.0	1.0	0.203	H079	H049	L002	L002
B3269|C180A32_006926-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	26.8	512	1177	898	7	483	386	893	5.6099999999999995e-42	159.0	0.405	0.566	H059	H065	L005	L006
A502-1|C7FAE4E_005112-T1	B11300|C7C73A6_000676-T1	93.0	86	182	156	1	86	53	138	1.48e-52	159.0	0.473	0.551	H014	H013	L002	L002
B11300|C7C73A6_000676-T1	A502-1|C7FAE4E_005112-T1	93.0	86	156	182	53	138	1	86	1.26e-52	159.0	0.551	0.473	H013	H014	L002	L002
B11035|C5FC1D8_000225-T1	5SD|CCCC1E1_003646-T1	100.0	74	149	105	76	149	32	105	5.13e-53	157.0	0.497	0.705	H056	H055	L002	L002
5SD|CCCC1E1_003646-T1	B11035|C5FC1D8_000225-T1	100.0	74	105	149	32	105	76	149	5.13e-53	156.0	0.705	0.497	H055	H056	L002	L002
407-0_S_OLD_CPA0002|C577643_002522-T1	B3269|C180A32_006926-T1	26.9	506	898	1177	386	887	7	477	3.01e-41	156.0	0.559	0.4	H065	H059	L006	L005
B14286|CC2BA17_001544-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	28.4	486	390	1090	19	358	112	591	1.05e-43	155.0	0.872	0.44	H044	H025	L001	L008
409B-0_L_OLD_CPA0011|C90261E_007970-T1	B14286|CC2BA17_001544-T1	28.4	486	1090	390	112	591	19	358	9.84e-43	154.0	0.44	0.872	H025	H044	L008	L001
Michoacan_1|C0F72A3_003139-T1	GT-151|CDCC634_000369-T1	93.8	80	676	80	1	80	1	80	2.51e-47	154.0	0.118	1.0	H058	H079	L002	L002
GT-151|CDCC634_000369-T1	IL1|C81A900_003260-T1	93.8	80	80	102	1	80	1	80	4.97e-53	154.0	1.0	0.784	H079	H080	L002	L002
IL1|C81A900_003260-T1	GT-151|CDCC634_000369-T1	93.8	80	102	80	1	80	1	80	4.46e-53	154.0	0.784	1.0	H080	H079	L002	L002
GT-151|CDCC634_000369-T1	Michoacan_1|C0F72A3_003139-T1	93.8	80	80	676	1	80	1	80	5.68e-48	154.0	1.0	0.118	H079	H058	L002	L002
SDVA42|C8631F9_001720-T1	GT-151|CDCC634_000369-T1	93.8	80	257	80	1	80	1	80	8.08e-51	154.0	0.311	1.0	H064	H079	L002	L002
GT-151|CDCC634_000369-T1	SDVA42|C8631F9_001720-T1	93.8	80	80	257	1	80	1	80	5.04e-51	154.0	1.0	0.311	H079	H064	L002	L002
SDVA38|CE6DD8A_000803-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	39.4	218	271	1090	16	228	376	591	1.82e-44	153.0	0.786	0.198	H029	H025	L001	L008
409B-0_L_OLD_CPA0011|C90261E_007970-T1	SDVA38|CE6DD8A_000803-T1	39.4	218	1090	271	376	591	16	228	7.32e-44	153.0	0.198	0.786	H025	H029	L008	L001
B3440|C2CD592_001965-T1	A502-1|C7FAE4E_005112-T1	91.6	83	159	182	59	141	4	86	5.33e-50	152.0	0.522	0.456	H015	H014	L002	L002
A502-1|C7FAE4E_005112-T1	B3440|C2CD592_001965-T1	91.6	83	182	159	4	86	59	141	1.22e-49	151.0	0.456	0.522	H014	H015	L002	L002
SDVA38|CE6DD8A_000803-T1	5SD|CCCC1E1_001065-T1	38.1	218	271	797	16	228	34	249	3.11e-43	149.0	0.786	0.271	H029	H028	L001	L008
B14286|CC2BA17_001544-T1	5SD|CCCC1E1_001065-T1	38.1	218	390	797	146	358	34	249	7.36e-42	149.0	0.546	0.271	H044	H028	L001	L008
B11035|C5FC1D8_003079-T1	5SD|CCCC1E1_001065-T1	38.1	218	391	797	147	359	34	249	7.53e-42	149.0	0.545	0.271	H033	H028	L001	L008
5SD|CCCC1E1_001065-T1	SDVA38|CE6DD8A_000803-T1	38.1	218	797	271	34	249	16	228	2.3299999999999997e-42	148.0	0.271	0.786	H028	H029	L008	L001
5SD|CCCC1E1_001065-T1	B11035|C5FC1D8_003079-T1	38.1	218	797	391	34	249	147	359	3.85e-41	148.0	0.271	0.545	H028	H033	L008	L001
5SD|CCCC1E1_001065-T1	B14286|CC2BA17_001544-T1	38.1	218	797	390	34	249	146	358	3.77e-41	148.0	0.271	0.546	H028	H044	L008	L001
409B-0_L_OLD_CPA0011|C90261E_007970-T1	B10757_Nevada|CAE1CCF_003071-T1	41.5	195	1090	196	399	591	1	190	1.92e-41	144.0	0.177	0.969	H025	H035	L008	L001
B10757_Nevada|CAE1CCF_003071-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	43.1	174	196	1090	1	174	399	570	8.719999999999999e-42	142.0	0.888	0.158	H035	H025	L001	L008
B11400|CF1B8A4_004391-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	42.5	174	196	1090	1	174	399	570	1.62e-41	142.0	0.888	0.158	H031	H025	L001	L008
409B-0_L_OLD_CPA0011|C90261E_007970-T1	B11400|CF1B8A4_004391-T1	41.0	195	1090	196	399	591	1	190	4.85e-41	142.0	0.177	0.969	H025	H031	L008	L001
409B-0_L_OLD_CPA0011|C90261E_007970-T1	GT-158|C010C21_006437-T1	45.9	157	1090	168	399	553	1	157	7.209999999999999e-41	141.0	0.142	0.935	H025	H042	L008	L001
GT-158|C010C21_006437-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	45.9	157	168	1090	1	157	399	553	8.149999999999999e-42	141.0	0.935	0.142	H042	H025	L001	L008
SDVA20|C001139_007070-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	42.0	174	196	1090	1	174	399	570	7.59e-41	140.0	0.888	0.158	H032	H025	L001	L008
409B-0_L_OLD_CPA0011|C90261E_007970-T1	SDVA20|C001139_007070-T1	40.5	195	1090	196	399	591	1	190	2.27e-40	140.0	0.177	0.969	H025	H032	L008	L001
B10757_Nevada|CAE1CCF_003071-T1	5SD|CCCC1E1_001065-T1	41.4	174	196	797	1	174	57	228	1.7099999999999998e-40	139.0	0.888	0.216	H035	H028	L001	L008
5SD|CCCC1E1_001065-T1	B10757_Nevada|CAE1CCF_003071-T1	40.0	195	797	196	57	249	1	190	6.97e-40	139.0	0.242	0.969	H028	H035	L008	L001
B11400|CF1B8A4_004391-T1	5SD|CCCC1E1_001065-T1	40.8	174	196	797	1	174	57	228	3.1899999999999997e-40	138.0	0.888	0.216	H031	H028	L001	L008
578-1_L_NEW_CPA0049|C79DB71_007498-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	24.6	805	1575	983	23	765	107	883	1.08e-34	137.0	0.472	0.79	H052	H084	L005	L020
GT-158|C010C21_006437-T1	5SD|CCCC1E1_001065-T1	43.9	157	168	797	1	157	57	211	1.6399999999999999e-40	137.0	0.935	0.194	H042	H028	L001	L008
407-0_S_OLD_CPA0002|C577643_002522-T1	B11035|C5FC1D8_003314-T1	28.1	420	898	1123	475	887	18	409	2.3000000000000002e-35	137.0	0.46	0.349	H065	H057	L006	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	UTAH_23742X205|CB0BD29_008619-T1	24.7	805	1575	1014	23	765	107	883	8.660000000000001e-35	137.0	0.472	0.766	H052	H067	L005	L001
5SD|CCCC1E1_001065-T1	B11400|CF1B8A4_004391-T1	39.5	195	797	196	57	249	1	190	1.77e-39	137.0	0.242	0.969	H028	H031	L008	L001
SDVA20|C001139_007070-T1	5SD|CCCC1E1_001065-T1	40.2	174	196	797	1	174	57	228	1.51e-39	136.0	0.888	0.216	H032	H028	L001	L008
578-1_L_NEW_CPA0049|C79DB71_006976-T1	B16531|C0BF1BA_007130-T1	23.7	786	1608	1371	80	782	142	883	2.83e-34	136.0	0.437	0.541	H047	H068	L006	L001
407-0_S_OLD_CPA0002|C577643_002522-T1	B16531|C0BF1BA_007130-T1	23.7	786	898	1371	80	782	142	883	6.28e-35	136.0	0.783	0.541	H065	H068	L006	L001
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B3491|C53B4A4_001549-T1	24.8	805	1575	1273	23	765	107	883	2.57e-34	136.0	0.472	0.61	H052	H048	L005	L001
409B-0_L_OLD_CPA0011|C90261E_007970-T1	UTAH_23742X51|C229CD7_002130-T1	40.5	195	1090	196	399	591	1	190	9.27e-39	136.0	0.177	0.969	H025	H034	L008	L001
5SD|CCCC1E1_001065-T1	GT-158|C010C21_006437-T1	43.9	157	797	168	57	211	1	157	2.7e-39	136.0	0.194	0.935	H028	H042	L008	L001
UTAH_23742X51|C229CD7_002130-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	44.6	157	196	1090	1	157	399	553	1.67e-39	136.0	0.801	0.142	H034	H025	L001	L008
578-1_L_NEW_CPA0049|C79DB71_007498-T1	CA7|CFA4D20_007665-T1	25.3	691	1575	798	23	663	107	777	8.96e-35	136.0	0.407	0.841	H052	H078	L005	L001
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B3440|C2CD592_003898-T1	24.6	783	1575	1687	45	765	128	883	5.3999999999999995e-34	135.0	0.458	0.448	H052	H053	L005	L001
578-1_L_NEW_CPA0049|C79DB71_007498-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	24.7	805	1575	983	23	765	107	883	4.26e-34	135.0	0.472	0.79	H052	H083	L005	L001
5SD|CCCC1E1_001065-T1	SDVA20|C001139_007070-T1	39.0	195	797	196	57	249	1	190	8.38e-39	135.0	0.242	0.969	H028	H032	L008	L001
GT-147|C9481DC_005228-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	24.5	804	1038	983	23	765	107	883	1.49e-34	135.0	0.716	0.79	H041	H084	L005	L020
GT-147|C9481DC_005228-T1	CA7|CFA4D20_007665-T1	25.2	690	1038	798	23	663	107	777	1.3e-34	135.0	0.618	0.841	H041	H078	L005	L001
GT-147|C9481DC_005228-T1	UTAH_23742X205|CB0BD29_008619-T1	24.6	804	1038	1014	23	765	107	883	1.18e-34	135.0	0.716	0.766	H041	H067	L005	L001
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B12527|C750C60_003353-T1	24.7	805	1575	1595	23	765	107	883	6.85e-34	135.0	0.472	0.487	H052	H060	L005	L001
407-0_S_OLD_CPA0002|C577643_002522-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	23.4	786	898	983	80	782	142	883	2.37e-34	134.0	0.783	0.755	H065	H083	L006	L001
407-0_S_OLD_CPA0002|C577643_002522-T1	COCSP_8725|CCC6481_008432-T1	23.5	786	898	1012	80	782	142	883	3.25e-34	134.0	0.783	0.733	H065	H061	L006	L001
730334_Guatemala|C5AD400_001716-T1	IL1|C81A900_003260-T1	98.5	68	130	102	3	70	35	102	2.1600000000000001e-44	134.0	0.523	0.667	H073	H080	L002	L002
407-0_S_OLD_CPA0002|C577643_002522-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	23.5	786	898	983	80	782	142	883	1.7999999999999998e-34	134.0	0.783	0.755	H065	H084	L006	L020
