accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6T5I3	272620	hupB	DNA-binding protein HU-beta	GO:0005829:IEA|GO:1990103:IEA|GO:1990178:IEA|GO:0003677:IEA|GO:0042802:IEA|GO:0030527:IEA|GO:0030261:IEA|GO:0006270:IEA|GO:0006351:IEA	PF00216	Bac_DNA_binding	IPR000119|IPR020816|IPR010992		A6T5I3
A6T5P1	272620	ushA	UDP-sugar hydrolase (5'-nucleotidase)	GO:0030288:IEA|GO:0008253:IEA|GO:0046872:IEA|GO:0000166:IEA|GO:0008768:IEA|GO:0009166:IEA	PF02872|PF00149	5_nucleotid_C|Metallophos	IPR008334|IPR036907|IPR006146|IPR006179|IPR004843|IPR029052		A6T5P1
A6T5Q1	272620	ybbO	Short chain dehydrogenase	GO:0016491:IEA|GO:0008202:IEA	PF00106	adh_short	IPR057326|IPR036291|IPR020904|IPR002347		A6T5Q1
A6T5Z4	272620	KPN_00565	Binding-protein-dependent transport systems inner membrane component	GO:0005886:IEA|GO:0071916:IEA	PF00528|PF19300	BPD_transp_1|BPD_transp_1_N	IPR045621|IPR000515|IPR035906		A6T5Z4
A6T664	272620	KPN_00635	Carbohydrate kinase, FGGY	GO:0016301:IEA|GO:0005975:IEA	PF02782|PF00370	FGGY_C|FGGY_N	IPR043129|IPR000577|IPR018485|IPR050406|IPR018484		A6T664
A6T695	272620	mrdB	Peptidoglycan glycosyltransferase MrdB	GO:0032153:IEA|GO:0005886:IEA|GO:0015648:IEA|GO:0008955:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF01098	FTSW_RODA_SPOVE	IPR018365|IPR001182|IPR011923	2.4.99.28	A6T695
A6T6B3	272620	ybeY	Endoribonuclease YbeY	GO:0005737:IEA|GO:0004222:IEA|GO:0004521:IEA|GO:0008270:IEA|GO:0006364:IEA	PF02130	YbeY	IPR023091|IPR002036|IPR020549	3.1.-	A6T6B3
A6T6K3	272620	KPN_00788	Uncharacterized protein						A6T6K3
A6T6M5	272620	moaA	GTP 3',8-cyclase	GO:0051539:IEA|GO:0061799:IEA|GO:0061798:IEA|GO:0005525:IEA|GO:0046872:IEA|GO:1904047:IEA|GO:0006777:IEA	PF06463|PF04055	Mob_synth_C|Radical_SAM	IPR013785|IPR006638|IPR013483|IPR040064|IPR000385|IPR010505|IPR050105|IPR007197|IPR058240	4.1.99.22	A6T6M5
A6T739	272620	pyrD	Dihydroorotate dehydrogenase (quinone)	GO:0005737:IEA|GO:0005886:IEA|GO:0106430:IEA|GO:0006207:IEA|GO:0044205:IEA	PF01180	DHO_dh	IPR013785|IPR050074|IPR012135|IPR005719|IPR005720|IPR001295	1.3.5.2	A6T739
A6T756	272620	helD	DNA 3'-5' helicase	GO:0005829:IEA|GO:0043138:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0000725:IEA	PF12462|PF00580|PF13361	Helicase_IV_N|UvrD-helicase|UvrD_C	IPR014017|IPR000212|IPR022161|IPR027417|IPR014016	5.6.2.4	A6T756
A6T769	272620	acyP	Acylphosphatase	GO:0003998:IEA	PF00708	Acylphosphatase	IPR020456|IPR001792|IPR036046|IPR028627|IPR017968	3.6.1.7	A6T769
A6T786	272620	KPN_01022	Amino acid/amine transport protein	GO:0005886:IEA|GO:0015489:IEA|GO:0015295:IEA	PF00324	AA_permease	IPR004841|IPR050367		A6T786
A6T7B9	272620	KPN_01057	Probable phosphatase KPN78578_10290	GO:0005829:IEA|GO:0016791:IEA|GO:0008270:IEA|GO:0071978:IEA	PF02811	PHP	IPR023710|IPR004013|IPR050243|IPR003141|IPR016195	3.1.3.-	A6T7B9
A6T7D4	272620	yceP	Biofilm formation regulatory protein BssS		PF13991	BssS	IPR025730		A6T7D4
A6T7G9	272620	ycfJ	Glycine zipper 2TM domain-containing protein	GO:0019867:IEA	PF05433	Rick_17kDa_Anti	IPR051407|IPR008816		A6T7G9
A6T7H7	272620	ycfW	Kinase	GO:0098797:IEA|GO:0016301:IEA|GO:0044874:IEA|GO:0042953:IEA	PF02687|PF12704	FtsX|MacB_PCD	IPR003838|IPR051447|IPR011925|IPR011926|IPR025857		A6T7H7
A6T7L4	272620	KPN_01152	Catalase	GO:0046872:IEA	PF05067	Mn_catalase	IPR012347|IPR009078|IPR007760|IPR039377		A6T7L4
A6T7M2	272620	KPN_01160	Uncharacterized protein						A6T7M2
A6T7N9	272620	yeaM	ARAC-type regulatory protein	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF12833	HTH_18	IPR009057|IPR018060|IPR018062|IPR014710|IPR011051		A6T7N9
A6T7R0	272620	msrB	Peptide methionine sulfoxide reductase MsrB	GO:0005737:IEA|GO:0033743:IEA|GO:0008270:IEA|GO:0030091:IEA|GO:0006979:IEA	PF01641	SelR	IPR028427|IPR002579|IPR011057	1.8.4.12	A6T7R0
A6T7X7	272620	yciL	Pseudouridine synthase	GO:0160139:IEA|GO:0003723:IEA|GO:0000455:IEA	PF00849|PF01479	PseudoU_synth_2|S4	IPR020103|IPR006145|IPR000748|IPR018496|IPR050343|IPR002942|IPR036986	5.4.99.-	A6T7X7
A6T898	272620	KPN_01387	Serine dehydrogenasease	GO:0016020:IEA	PF01972	SDH_protease	IPR029045|IPR002825		A6T898
A6T8G0	272620	ldhA	D-lactate dehydrogenase	GO:0005829:IEA|GO:0008720:IEA|GO:0051287:IEA	PF00389|PF02826	2-Hacid_dh|2-Hacid_dh_C	IPR006139|IPR029753|IPR029752|IPR006140|IPR058205|IPR036291		A6T8G0
A6T8I4	272620	paaE	Probable phenylacetic acid degradation NADH oxidoreductase	GO:0051537:IEA|GO:0050660:IEA|GO:0046872:IEA|GO:0016491:IEA|GO:0010124:IEA	PF00970|PF00111|PF00175	FAD_binding_6|Fer2|NAD_binding_1	IPR036010|IPR001041|IPR006058|IPR012675|IPR008333|IPR017927|IPR001709|IPR039261|IPR050415|IPR001433|IPR011884|IPR017938		A6T8I4
A6T8J9	272620	KPN_01488	Permease of the major facilitator superfamily	GO:0016020:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR036259		A6T8J9
A6T8L9	272620	KPN_01509	Selenium delivery protein YdfZ		PF14001	YdfZ	IPR017704		A6T8L9
A6T902	272620	KPN_01642	Tautomerase family protein				IPR014347		A6T902
A6T936	272620	KPN_01676	Uncharacterized protein						A6T936
A6T9F4	272620	KPN_01794	diguanylate cyclase	GO:0005886:IEA|GO:0052621:IEA|GO:0005525:IEA|GO:0043709:IEA|GO:1902201:IEA	PF00990|PF08448|PF13188	GGDEF|PAS_4|PAS_8	IPR050469|IPR000160|IPR029787|IPR000014|IPR035965|IPR013656|IPR043128	2.7.7.65	A6T9F4
A6T9S0	272620	KPN_01910	Amidohydrolase 3 domain-containing protein	GO:0016810:IEA	PF07969	Amidohydro_3	IPR013108|IPR011059|IPR032466|IPR033932		A6T9S0
A6T9S3	272620	yncB	Dehydrogenase, NAD(P)-binding	GO:0016628:IEA	PF16884|PF00107	ADH_N_2|ADH_zinc_N	IPR013149|IPR041694|IPR020843|IPR011032|IPR045010|IPR036291		A6T9S3
A6T9S8	272620	KPN_01918	Dipeptide transport protein	GO:0043190:IEA|GO:0030288:IEA|GO:1904680:IEA|GO:0042938:IEA	PF00496	SBP_bac_5	IPR030678|IPR039424|IPR000914		A6T9S8
A6T9T5	272620	ydcV	Inner membrane ABC transporter permease protein YdcV	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6T9T5
A6TA57	272620	KPN_02050	Enzyme	GO:0006974:IEA	PF04393	DUF535	IPR007488		A6TA57
A6TAC8	272620	mhpB	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase	GO:0047070:IEA|GO:0008198:IEA|GO:0019380:IEA	PF02900	LigB	IPR023789|IPR004183	1.13.11.16	A6TAC8
A6TAD4	272620	KPN_02127	Molybdate transport protein (ABC superfamily, peri_bind)	GO:0030973:IEA|GO:0015689:IEA	PF13531	SBP_bac_11	IPR050682		A6TAD4
A6TAI7	272620	thrS	Threonine--tRNA ligase	GO:0005829:IEA|GO:0005524:IEA|GO:0046872:IEA|GO:0004829:IEA|GO:0000049:IEA|GO:0006435:IEA	PF03129|PF02824|PF00587|PF07973	HGTP_anticodon|TGS|tRNA-synt_2b|tRNA_SAD	IPR002314|IPR006195|IPR045864|IPR004154|IPR036621|IPR012675|IPR004095|IPR012676|IPR002320|IPR018163|IPR047246|IPR033728|IPR012947	6.1.1.3	A6TAI7
A6TAR5	272620	KPN_02260	Uncharacterized protein		PF19929	DUF6392	IPR045657		A6TAR5
A6TAU2	272620	livF	ATP-binding component of leucine transport	GO:0005524:IEA|GO:0016887:IEA|GO:0015658:IEA|GO:0015807:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR052156|IPR027417		A6TAU2
A6TAY4	272620	nudL	Uncharacterized Nudix hydrolase NudL	GO:0010945:IEA|GO:0000287:IEA|GO:0030145:IEA|GO:0009132:IEA	PF00293	NUDIX	IPR045121|IPR015797|IPR000086|IPR000059|IPR023735	3.6.1.-	A6TAY4
A6TAY6	272620	yoaD	cyclic-guanylate-specific phosphodiesterase	GO:0005886:IEA|GO:0071111:IEA	PF12792|PF00563	CSS-motif|EAL	IPR024744|IPR050706|IPR001633|IPR035919	3.1.4.52	A6TAY6
A6TB62	272620	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	GO:0005886:IEA|GO:0008444:IEA|GO:0006655:IEA	PF01066	CDP-OH_P_transf	IPR050324|IPR000462|IPR043130|IPR048254|IPR023762|IPR004570	2.7.8.5	A6TB62
A6TB69	272620	dcyD	D-cysteine desulfhydrase	GO:0019148:IEA|GO:0046416:IEA	PF00291	PALP	IPR027278|IPR005966|IPR023702|IPR001926|IPR036052	4.4.1.15	A6TB69
A6TBF8	272620	wzb	protein-tyrosine-phosphatase	GO:0004725:IEA	PF01451	LMWPc	IPR050438|IPR023485|IPR036196|IPR017867	3.1.3.48	A6TBF8
A6TBN5	272620	mglB	D-galactose/methyl-galactoside binding periplasmic protein MglB	GO:0030288:IEA|GO:0030246:IEA|GO:0046872:IEA	PF13407	Peripla_BP_4	IPR050555|IPR044085|IPR028082|IPR025997		A6TBN5
A6TBV3	272620	nudI	Nucleoside triphosphatase NudI	GO:0047840:IEA|GO:0036218:IEA|GO:0004170:IEA|GO:0000287:IEA	PF00293	NUDIX	IPR023781|IPR015797|IPR020084|IPR000086	3.6.1.9|3.6.1.12|3.6.1.-|3.6.1.23	A6TBV3
A6TBZ9	272620	cvpA	Membrane protein required for colicin V production	GO:0016020:IEA|GO:0009403:IEA	PF02674	Colicin_V	IPR003825|IPR052719		A6TBZ9
A6TC24	272620	yfdC	Transport protein	GO:0005886:IEA|GO:0015499:IEA	PF01226	Form_Nir_trans	IPR023271|IPR000292		A6TC24
A6TC93	272620	yffB	Conserved thioredoxin-like protein		PF03960	ArsC	IPR006660|IPR036249|IPR006504		A6TC93
A6TCJ3	272620	yfiF	tRNA/rRNA methyltransferase	GO:0005829:IEA|GO:0003723:IEA|GO:0008173:IEA|GO:0032259:IEA|GO:0006396:IEA	PF00588|PF08032	SpoU_methylase|SpoU_sub_bind	IPR029028|IPR029064|IPR004441|IPR001537|IPR013123|IPR029026|IPR016479		A6TCJ3
A6TCK9	272620	yfiR	YfiR family protein		PF13689	DUF4154	IPR025293		A6TCK9
A6TCT5	272620	ygaC	DUF2002 family protein		PF09400	DUF2002	IPR018994		A6TCT5
A6TCX9	272620	hydN	Electron transport protein (Formate to hydrogen), Fe-S center	GO:0051539:IEA|GO:0046872:IEA	PF12800|PF12837	Fer4_4|Fer4_6	IPR017896|IPR017900|IPR050294		A6TCX9
A6TCY6	272620	hycG	NADH:ubiquinone oxidoreductase-like 20kDa subunit domain-containing protein	GO:0051539:IEA|GO:0046872:IEA|GO:0008137:IEA|GO:0048038:IEA	PF01058	Oxidored_q6	IPR052375|IPR006137|IPR006138		A6TCY6
A6TDB6	272620	cbiL	Tetrapyrrole methylase domain-containing protein	GO:0030788:IEA|GO:0009236:IEA|GO:0032259:IEA	PF00590	TP_methylase	IPR000878|IPR035996|IPR014777|IPR014776|IPR012382|IPR006364|IPR003043		A6TDB6
A6TDD1	272620	pudB	Propanediol utilization: polyhedral bodies	GO:0031469:IEA|GO:0005198:IEA	PF00936	BMC	IPR044870|IPR000249|IPR037233|IPR009193|IPR030984		A6TDD1
A6TDN6	272620	KPN_03309	Superoxide dismutase, iron						A6TDN6
A6TDR7	272620	gcvT	Aminomethyltransferase	GO:0005829:IEA|GO:0005960:IEA|GO:0004047:IEA|GO:0008483:IEA|GO:0019464:IEA	PF01571|PF08669	GCV_T|GCV_T_C	IPR006223|IPR028896|IPR029043|IPR022903|IPR013977|IPR006222|IPR027266	2.1.2.10	A6TDR7
A6TE05	272620	yqhC	ARAC-type regulatory protein	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF06719|PF12833	AraC_N|HTH_18	IPR009057|IPR018060|IPR009594		A6TE05
A6TE09	272620	ygiR	Fe-S oxidoreductase family 2	GO:0051539:IEA|GO:0003824:IEA|GO:0005506:IEA	PF11842|PF04055|PF08497	DUF3362|Radical_SAM|Radical_SAM_N	IPR006638|IPR020612|IPR007197|IPR023404|IPR058240|IPR022946|IPR024560|IPR013704		A6TE09
A6TE59	272620	KPN_04866	Prophage endo-N-neuraminidase		PF13884|PF18668	Peptidase_S74|Tail_spike_N	IPR006626|IPR011050|IPR030392|IPR040775|IPR036388		A6TE59
A6TEL1	272620	yrbC	Intermembrane phospholipid transport system binding protein MlaC	GO:0042597:IEA	PF05494	MlaC	IPR008869|IPR042245		A6TEL1
A6TEM3	272620	ptsN	Nitrogen regulatory protein	GO:0005737:IEA|GO:0016301:IEA|GO:0030295:IEA|GO:0008982:IEA|GO:0009401:IEA	PF00359	PTS_EIIA_2	IPR016152|IPR002178|IPR006320|IPR051541		A6TEM3
A6TET5	272620	aroE	Shikimate dehydrogenase (NADP(+))	GO:0005829:IEA|GO:0050661:IEA|GO:0004764:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA|GO:0019632:IEA	PF18317|PF01488|PF08501	SDH_C|Shikimate_DH|Shikimate_dh_N	IPR046346|IPR036291|IPR041121|IPR011342|IPR013708|IPR022893|IPR006151	1.1.1.25	A6TET5
A6TEV9	272620	rpsN	Small ribosomal subunit protein uS14	GO:0005737:IEA|GO:0015935:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00253	Ribosomal_S14	IPR001209|IPR023036|IPR018271		A6TEV9
A6TF13	272620	aroB	3-dehydroquinate synthase	GO:0005737:IEA|GO:0003856:IEA|GO:0046872:IEA|GO:0000166:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA	PF01761|PF24621	DHQ_synthase|DHQS_C	IPR050071|IPR016037|IPR030963|IPR030960|IPR056179	4.2.3.4	A6TF13
A6TF76	272620	KPN_03823	Probable aromatic amino acid transporter	GO:0005886:IEA|GO:0003333:IEA	PF03222	Trp_Tyr_perm	IPR018227		A6TF76
A6TFB6	272620	prlC	oligopeptidase A	GO:0005829:IEA|GO:0046872:IEA|GO:0004222:IEA|GO:0006518:IEA|GO:0006508:IEA	PF01432|PF19310	Peptidase_M3|TOP_N	IPR034005|IPR024079|IPR024077|IPR045666|IPR045090|IPR001567	3.4.24.70	A6TFB6
A6TFC1	272620	KPN_03868	Iron-containing alcohol dehydrogenase	GO:0004022:IEA|GO:0046872:IEA	PF25137|PF00465	ADH_Fe_C|Fe-ADH	IPR001670|IPR056798|IPR018211|IPR039697		A6TFC1
A6TFC6	272620	yhjD	Inner membrane protein YhjD	GO:0005886:IEA	PF03631	Virul_fac_BrkB	IPR005274|IPR017039		A6TFC6
A6TFQ3	272620	fpr	Flavodoxin/ferredoxin--NADP reductase	GO:0005737:IEA|GO:0004324:IEA|GO:0000166:IEA|GO:0034599:IEA|GO:0042167:IEA	PF00970|PF00175	FAD_binding_6|NAD_binding_1	IPR008333|IPR017927|IPR033892|IPR039261|IPR051930|IPR001433|IPR017938	1.18.1.2|1.19.1.1	A6TFQ3
A6TFR8	272620	KPN_04017	Sugar isomerase	GO:0097367:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0016853:IEA|GO:1901135:IEA|GO:0006351:IEA	PF01418|PF01380	HTH_6|SIS	IPR009057|IPR000281|IPR047640|IPR035472|IPR001347|IPR046348|IPR036388		A6TFR8
A6TFY7	272620	KPN_04088	Putative transport protein KPN78578_40470	GO:0005886:IEA|GO:0008324:IEA|GO:0006813:IEA	PF06826|PF02080	Asp-Al_Ex|TrkA_C	IPR050144|IPR006037|IPR036721|IPR023018|IPR006512		A6TFY7
A6TG23	272620	yieG	Membrane / transport protein	GO:0005886:IEA|GO:0015207:IEA	PF00860	Xan_ur_permease	IPR045018|IPR026033|IPR006043		A6TG23
A6TG78	272620	yiiD	Probable acyltransferase FabY	GO:0008080:IEA|GO:0006629:IEA	PF00583|PF09500	Acetyltransf_1|YiiD_C	IPR016181|IPR000182|IPR039143|IPR029069|IPR012660		A6TG78
A6TGD9	272620	KPN_04244	ZinT domain-containing protein	GO:0008270:IEA	PF09223	ZinT	IPR012674|IPR015304		A6TGD9
A6TGR7	272620	aceA	Isocitrate lyase	GO:0004451:IEA|GO:0046872:IEA|GO:0006097:IEA|GO:0006099:IEA	PF00463	ICL	IPR039556|IPR006254|IPR018523|IPR015813|IPR040442	4.1.3.1	A6TGR7
A6TGR8	272620	aceK	Isocitrate dehydrogenase kinase/phosphatase	GO:0005737:IEA|GO:0008772:IEA|GO:0016208:IEA|GO:0005524:IEA|GO:0004721:IEA|GO:0004674:IEA|GO:0006006:IEA|GO:0006097:IEA|GO:0006099:IEA	PF06315|PF20423	AceK_kinase|AceK_regulatory	IPR046855|IPR046854|IPR010452	2.7.11.5|3.1.3.-	A6TGR8
A6TGV6	272620	KPN_04435	Hemolysin		PF07883	Cupin_2	IPR013096|IPR014710|IPR011051		A6TGV6
A6TGW9	272620	KPN_04448	Outer membrane porin, receptor for ferric enterobactin and colicins B and D	GO:0009279:IEA|GO:0042912:IEA|GO:0042931:IEA|GO:0015344:IEA|GO:0038023:IEA|GO:0044718:IEA	PF07715|PF00593	Plug|TonB_dep_Rec_b-barrel	IPR000531|IPR036942|IPR058134|IPR012910|IPR037066|IPR039426|IPR010917|IPR010105		A6TGW9
A6THB1	272620	rpsF	Small ribosomal subunit protein bS6	GO:0022627:IEA|GO:0070181:IEA|GO:0003735:IEA|GO:0006412:IEA	PF01250	Ribosomal_S6	IPR000529|IPR020815|IPR035980|IPR020814|IPR014717		A6THB1
A6THD5	272620	ytfP	Gamma-glutamylcyclotransferase family protein YtfP		PF06094	GGACT	IPR009288|IPR013024|IPR036568		A6THD5
A6THS7	272620	yjiM	2-hydroxyglutaryl-CoA dehydratase		PF06050	HGD-D	IPR010327|IPR047678		A6THS7
A6THY1	272620	KPN_04819	YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein	GO:0002161:IEA	PF04073	tRNA_edit	IPR036754|IPR007214		A6THY1
A6TI48	272620	ptxB	ABC-type phosphate/phosphonate transport system, periplasmic component	GO:0043190:IEA|GO:0055085:IEA	PF12974	Phosphonate-bd	IPR005770		A6TI48
A6TIF7	272620	traM	Relaxosome protein TraM	GO:0005737:IEA|GO:0003677:IEA|GO:0006351:IEA	PF05261	Tra_M	IPR010992|IPR042073|IPR007925		A6TIF7
A6TIP6	272620	KPN_pKPN4p07090	DNA-binding protein parB	GO:0003677:IEA	PF08775	ParB	IPR004437|IPR014884|IPR003115		A6TIP6
A6TIS3	272620	KPN_pKPN4p07117	Uncharacterized protein						A6TIS3
A6TJ08	272620	KPN_pKPN5p08201	QacEdelta1 small multidrug resistance protein	GO:0005886:IEA|GO:0022857:IEA|GO:1990961:IEA	PF00893	Multi_Drug_Res	IPR037185|IPR000390|IPR045324		A6TJ08
A6T4G6	272620	yeaT	Transcriptional regulator (LysR family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T4G6
A6T4L3	272620	ydiM	Transport protein (MFS family)	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR051788|IPR005829		A6T4L3
A6T4U9	272620	pulD	Pullulanase D protein	GO:0009279:IEA|GO:0015627:IEA|GO:0042802:IEA|GO:0015628:IEA	PF00263|PF03958|PF21305	Secretin|Secretin_N|type_II_gspD_N0	IPR050810|IPR049371|IPR001775|IPR005644|IPR038591|IPR004846|IPR013356|IPR004845		A6T4U9
A6T546	272620	stbC	Fimbriae usher	GO:0009279:IEA|GO:0015473:IEA|GO:0009297:IEA	PF13953|PF13954|PF00577	PapC_C|PapC_N|Usher	IPR000015|IPR018030|IPR042186|IPR025949|IPR043142|IPR025885|IPR037224		A6T546
A6T5G2	272620	KPN_00381	Oxidoreductase	GO:0000166:IEA	PF01408|PF02894	GFO_IDH_MocA|GFO_IDH_MocA_C	IPR004104|IPR000683|IPR051317|IPR036291		A6T5G2
A6T5H7	272620	yajG	Lipoprotein		PF03923	Lipoprotein_16	IPR005619		A6T5H7
A6T5I6	272620	ybaW	4-hydroxybenzoyl-CoA thioesterase	GO:0047617:IEA	PF13279	4HBT_2	IPR050563|IPR029069|IPR006684		A6T5I6
A6T5R7	272620	KPN_00488	5-hydroxyisourate hydrolase	GO:0033971:IEA|GO:0006144:IEA	PF00576	Transthyretin	IPR014306|IPR000895|IPR023416|IPR036817	3.5.2.17	A6T5R7
A6T6F3	272620	sdhB	Succinate dehydrogenase iron-sulfur subunit	GO:0051537:IEA|GO:0051538:IEA|GO:0051539:IEA|GO:0009055:IEA|GO:0046872:IEA|GO:0008177:IEA|GO:0022904:IEA|GO:0006099:IEA	PF13085|PF13534	Fer2_3|Fer4_17	IPR036010|IPR001041|IPR017896|IPR017900|IPR012675|IPR009051|IPR050573|IPR004489|IPR025192	1.3.5.1	A6T6F3
A6T6S0	272620	ybiU	DUF1479 domain-containing protein		PF07350	Gig2-like	IPR010856|IPR027443		A6T6S0
A6T702	272620	cmk	Cytidylate kinase	GO:0005829:IEA|GO:0005524:IEA|GO:0036430:IEA|GO:0036431:IEA|GO:0015949:IEA|GO:0006220:IEA	PF02224	Cytidylate_kin	IPR003136|IPR011994|IPR027417	2.7.4.25	A6T702
A6T718	272620	ycbK	Murein endopeptidase K	GO:0046872:IEA|GO:0008237:IEA|GO:0071555:IEA|GO:0006508:IEA	PF05951	Peptidase_M15_2	IPR010275|IPR006311|IPR009045		A6T718
A6T764	272620	KPN_00999	Peptidase						A6T764
A6T766	272620	rlmI	Ribosomal RNA large subunit methyltransferase I	GO:0005737:IEA|GO:0003723:IEA|GO:0016434:IEA	PF10672|PF17785	Methyltrans_SAM|PUA_3	IPR002478|IPR015947|IPR036974|IPR023542|IPR041532|IPR019614|IPR029063	2.1.1.191	A6T766
A6T7G8	272620	ndh	Respiratory NADH dehydrogenase	GO:0003955:IEA|GO:0019646:IEA	PF07992	Pyr_redox_2	IPR036188|IPR023753|IPR051169		A6T7G8
A6T7K2	272620	hflD	High frequency lysogenization protein HflD homolog	GO:0005737:IEA|GO:0005886:IEA	PF04356	DUF489	IPR007451|IPR035932		A6T7K2
A6T7M5	272620	KPN_01163	diguanylate cyclase	GO:0005886:IEA|GO:0052621:IEA|GO:0005525:IEA|GO:0016301:IEA|GO:0043709:IEA|GO:1902201:IEA|GO:0007165:IEA	PF00990|PF00672	GGDEF|HAMP	IPR050469|IPR029016|IPR000160|IPR003660|IPR029787|IPR043128	2.7.7.65	A6T7M5
A6T7S7	272620	ynjC	Transport protein (ABC superfamily, membrane)	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6T7S7
A6T7U5	272620	celD	Negative transcriptional regulator of cel operon	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF07883|PF12833	Cupin_2|HTH_18	IPR013096|IPR009057|IPR018060|IPR018062|IPR014710|IPR011051|IPR020449		A6T7U5
A6T8D9	272620	KPN_01428	Phage tail protein		PF06791|PF24622	TMP_2|TMP_4	IPR009628		A6T8D9
A6T8H2	272620	KPN_01461	Transcriptional regulator (LysR family)	GO:0032993:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR000847|IPR005119|IPR036388|IPR036390		A6T8H2
A6T8M8	272620	tus	DNA replication terminus site-binding protein	GO:0005737:IEA|GO:0003677:IEA|GO:0006274:IEA	PF05472	Ter	IPR008865|IPR036381|IPR036384		A6T8M8
A6T921	272620	KPN_01661	Oxidoreductase	GO:0051537:IEA|GO:0046872:IEA|GO:0016491:IEA	PF00111	Fer2	IPR036010|IPR001041|IPR006058|IPR012675|IPR017927|IPR039261|IPR050415|IPR017938		A6T921
A6T930	272620	KPN_01670	Fimbrial protein	GO:0009289:IEA|GO:0043709:IEA	PF00419	Fimbrial	IPR000259|IPR036937|IPR008966|IPR050263		A6T930
A6T945	272620	KPN_01685	Bacterial regulatory protein, LysR	GO:0005829:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050950|IPR000847|IPR005119|IPR036388|IPR036390		A6T945
A6T9A3	272620	KPN_01743	PTS family enzyme IIA/ enzyme IIBC	GO:0016020:IEA|GO:0008982:IEA|GO:0009401:IEA	PF00359	PTS_EIIA_2	IPR016152|IPR002178|IPR004715|IPR051541		A6T9A3
A6T9X7	272620	rnfD	Ion-translocating oxidoreductase complex subunit D	GO:0005886:IEA|GO:0022900:IEA|GO:0055085:IEA	PF03116	NQR2_RnfD_RnfE	IPR004338|IPR011303	7.-	A6T9X7
A6TA24	272620	KPN_02017	Glyoxalase I, nickel isomerase	GO:0016853:IEA	PF00903	Glyoxalase	IPR051332|IPR029068|IPR004360|IPR037523		A6TA24
A6TA33	272620	KPN_02026	Transport protein	GO:0016020:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259		A6TA33
A6TAC5	272620	mhpF	Acetaldehyde dehydrogenase	GO:0008774:IEA|GO:0051287:IEA|GO:0019380:IEA	PF09290|PF01118	AcetDehyd-dimer|Semialdhyde_dh	IPR003361|IPR015426|IPR036291|IPR000534	1.2.1.10	A6TAC5
A6TAK1	272620	oppD	Oligopeptide transporter ATP-binding component	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0015833:IEA|GO:0055085:IEA	PF00005|PF08352	ABC_tran|oligo_HPY	IPR003593|IPR050388|IPR003439|IPR017871|IPR013563|IPR027417		A6TAK1
A6TAV2	272620	KPN_02297	Nitrilotriacetate monooxygenase	GO:0004497:IEA					A6TAV2
A6TAW3	272620	alr	Alanine racemase	GO:0005829:IEA|GO:0008784:IEA|GO:0042803:IEA|GO:0030170:IEA|GO:0030632:IEA	PF00842|PF01168	Ala_racemase_C|Ala_racemase_N	IPR000821|IPR009006|IPR011079|IPR001608|IPR020622|IPR029066	5.1.1.1	A6TAW3
A6TAY7	272620	yoaE	Transmembrane protein	GO:0005886:IEA|GO:0050660:IEA	PF03471|PF03741	CorC_HlyC|TerC	IPR000644|IPR046342|IPR036318|IPR016169|IPR005496|IPR044751|IPR005170		A6TAY7
A6TB12	272620	yebZ	Copper resistance protein D	GO:0005886:IEA|GO:0006825:IEA|GO:0046688:IEA	PF05425	CopD	IPR032694|IPR047689|IPR008457		A6TB12
