accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2UNE3	349741	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	GO:0005737:IEA|GO:0042286:IEA|GO:0030170:IEA|GO:0006782:IEA	PF00202	Aminotran_3	IPR004639|IPR005814|IPR049704|IPR015424|IPR015421|IPR015422	5.4.3.8	B2UNE3
B2UNE5	349741		General substrate transporter	GO:0016020:IEA|GO:0022857:IEA	PF00083	Sugar_tr	IPR020846|IPR005828|IPR036259|IPR050814|IPR003663|IPR005829		B2UNE5
B2UNF7	349741		Pyruvate kinase	GO:0005524:IEA|GO:0016301:IEA|GO:0000287:IEA|GO:0030955:IEA|GO:0004743:IEA	PF00224|PF02887	PK|PK_C	IPR001697|IPR015813|IPR040442|IPR011037|IPR015793|IPR015795|IPR036918|IPR015806	2.7.1.40	B2UNF7
B2UNG9	349741		DNA protecting protein DprA	GO:0009294:IEA	PF02481	DNA_processg_A	IPR003488|IPR057666|IPR010994		B2UNG9
B2UNH5	349741		Acyltransferase 3 domain-containing protein	GO:0016747:IEA	PF01757	Acyl_transf_3	IPR002656		B2UNH5
B2UNI4	349741		Glutamine amidotransferase class-II	GO:0016740:IEA			IPR017932|IPR029055|IPR029057		B2UNI4
B2UNK1	349741		GGGtGRT protein		PF14057	GGGtGRT	IPR025964		B2UNK1
B2UNK4	349741	xerC	Tyrosine recombinase XerC	GO:0005737:IEA|GO:0003677:IEA|GO:0009037:IEA|GO:0051301:IEA|GO:0007059:IEA|GO:0006313:IEA	PF02899|PF00589	Phage_int_SAM_1|Phage_integrase	IPR044068|IPR011010|IPR013762|IPR002104|IPR010998|IPR004107|IPR023009|IPR050090		B2UNK4
B2UNM0	349741		DUF721 domain-containing protein		PF05258	DciA	IPR007922		B2UNM0
B2UNM1	349741		beta-N-acetylhexosaminidase	GO:0016020:IEA|GO:0004563:IEA|GO:0005975:IEA|GO:0030203:IEA	PF00728|PF02838	Glyco_hydro_20|Glyco_hydro_20b	IPR025705|IPR017853|IPR015883|IPR029018|IPR015882	3.2.1.52	B2UNM1
B2UNQ1	349741		Glutamine amidotransferase class-I	GO:0005829:IEA|GO:0016740:IEA	PF00117	GATase	IPR044992|IPR029062|IPR017926		B2UNQ1
B2UNT3	349741		Uncharacterized protein						B2UNT3
B2UNU6	349741		Polyphosphate kinase-2-related domain-containing protein	GO:0008976:IEA|GO:0006797:IEA	PF03976	PPK2	IPR027417|IPR016898|IPR022300|IPR022488		B2UNU6
B2UNX0	349741		Putative transmembrane protein		PF16401	DUF5009	IPR032176		B2UNX0
B2UNX1	349741		SprT-like domain-containing protein	GO:0006950:IEA	PF10263	SprT-like	IPR006640		B2UNX1
B2UNZ1	349741		KpsF/GutQ family protein	GO:0019146:IEA|GO:0097367:IEA|GO:1901135:IEA|GO:0005975:IEA	PF00571|PF01380	CBS|SIS	IPR000644|IPR046342|IPR050986|IPR004800|IPR001347|IPR046348|IPR035474	5.3.1.13	B2UNZ1
B2UNZ5	349741		Serine acetyltransferase	GO:0005737:IEA|GO:0009001:IEA|GO:0006535:IEA	PF00132|PF06426	Hexapep|SATase_N	IPR001451|IPR018357|IPR045304|IPR010493|IPR042122|IPR005881|IPR053376|IPR011004	2.3.1.30	B2UNZ5
B2UP04	349741		Uncharacterized protein						B2UP04
B2UP36	349741		Peptidase M15C domain-containing protein				IPR009045		B2UP36
B2UP59	349741		LAO/AO transport system ATPase	GO:0005737:IEA|GO:0005525:IEA|GO:0003924:IEA	PF03308	MeaB	IPR005129|IPR027417		B2UP59
B2UPA0	349741		Uncharacterized protein						B2UPA0
B2UPC5	349741		Sulfatase	GO:0004065:IEA|GO:0046872:IEA	PF00884	Sulfatase	IPR017850|IPR050738|IPR024607|IPR000917		B2UPC5
B2UPC6	349741		Uncharacterized protein						B2UPC6
B2UPC9	349741		Competence protein F, putative		PF18912|PF00156	DZR_2|Pribosyltran	IPR051910|IPR044005|IPR029057|IPR000836		B2UPC9
B2UPG5	349741		UvrB/UvrC protein		PF02151	UVR	IPR001943		B2UPG5
B2UPS9	349741	ffh	Signal recognition particle protein	GO:0048500:IEA|GO:0008312:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0006614:IEA	PF00448|PF02881|PF02978	SRP54|SRP54_N|SRP_SPB	IPR003593|IPR027417|IPR036891|IPR013822|IPR004125|IPR004780|IPR022941|IPR000897|IPR042101	3.6.5.4	B2UPS9
B2UPV6	349741	secA	Protein translocase subunit SecA	GO:0031522:IEA|GO:0005829:IEA|GO:0005886:IEA|GO:0005524:IEA|GO:0008564:IEA|GO:0065002:IEA|GO:0017038:IEA|GO:0006605:IEA|GO:0043952:IEA	PF21090|PF07517|PF01043|PF07516	P-loop_SecA|SecA_DEAD|SecA_PP_bind|SecA_SW	IPR014001|IPR001650|IPR027417|IPR000185|IPR020937|IPR011115|IPR014018|IPR011130|IPR044722|IPR011116|IPR036266|IPR036670	7.4.2.8	B2UPV6
B2UPZ0	349741		PEP-CTERM protein-sorting domain-containing protein		PF07589	PEP-CTERM	IPR013424		B2UPZ0
B2UQ02	349741		Lipoprotein						B2UQ02
B2UQ25	349741	ilvE	Branched-chain-amino-acid aminotransferase	GO:0005829:IEA|GO:0052656:IEA|GO:0052654:IEA|GO:0052655:IEA|GO:0009097:IEA|GO:0009098:IEA|GO:0009099:IEA	PF01063	Aminotran_4	IPR001544|IPR018300|IPR036038|IPR005785|IPR043132|IPR043131|IPR050571	2.6.1.42	B2UQ25
B2UQ29	349741		Uncharacterized protein						B2UQ29
B2UQ48	349741	panD	Aspartate 1-decarboxylase	GO:0005829:IEA|GO:0004068:IEA|GO:0006523:IEA|GO:0015940:IEA	PF02261	Asp_decarbox	IPR009010|IPR003190	4.1.1.11	B2UQ48
B2UQ84	349741	leuB	3-isopropylmalate dehydrogenase	GO:0005829:IEA|GO:0003862:IEA|GO:0000287:IEA|GO:0051287:IEA|GO:0009098:IEA	PF00180	Iso_dh	IPR019818|IPR024084|IPR004429	1.1.1.85	B2UQ84
B2UQB9	349741		Peptidoglycan-binding LysM	GO:0008932:IEA	PF01476	LysM	IPR018392|IPR036779		B2UQB9
B2UQD1	349741		Cupin 2 conserved barrel domain protein		PF07883	Cupin_2	IPR052535|IPR013096|IPR014710|IPR011051		B2UQD1
B2UQE1	349741		Uncharacterized protein						B2UQE1
B2UQF5	349741		Response regulator receiver protein	GO:0000160:IEA	PF00072	Response_reg	IPR050595|IPR011006|IPR001789		B2UQF5
B2UQF6	349741		histidine kinase	GO:0004673:IEA	PF00027|PF02518	cNMP_binding|HATPase_c	IPR000595|IPR018490|IPR036890|IPR003594|IPR005467|IPR014710|IPR004358	2.7.13.3	B2UQF6
B2UQH5	349741		DNA repair protein RecN	GO:0043590:IEA|GO:0005524:IEA|GO:0006310:IEA|GO:0006281:IEA|GO:0009432:IEA	PF02463	SMC_N	IPR004604|IPR027417|IPR003395		B2UQH5
B2UQL8	349741		Non-specific serine/threonine protein kinase	GO:0005524:IEA|GO:0016787:IEA|GO:0004674:IEA	PF12419|PF00271|PF00176	DUF3670|Helicase_C|SNF2-rel_dom	IPR022138|IPR014001|IPR001650|IPR027417|IPR038718|IPR049730|IPR000330	2.7.11.1	B2UQL8
B2UQU4	349741		Carboxymuconolactone decarboxylase	GO:0009055:IEA|GO:0010181:IEA|GO:0051920:IEA	PF02627|PF12682	CMD|Flavodoxin_4	IPR029032|IPR003779|IPR008254|IPR001226|IPR029039		B2UQU4
B2UQU5	349741		Hydrolase of the alpha/beta superfamily	GO:0016787:IEA	PF01738	DLH	IPR029058|IPR002925|IPR051411		B2UQU5
B2UR13	349741		UDP-galactopyranose mutase	GO:0005829:IEA|GO:0050660:IEA|GO:0008767:IEA	PF13450	NAD_binding_8	IPR036188		B2UR13
B2UR51	349741		Two component transcriptional regulator, winged helix family	GO:0005829:IEA|GO:0032993:IEA|GO:0000156:IEA|GO:0000976:IEA|GO:0006351:IEA|GO:0006355:IEA	PF00072|PF00486	Response_reg|Trans_reg_C	IPR011006|IPR001867|IPR016032|IPR001789|IPR039420|IPR036388		B2UR51
B2UR64	349741		Terpene cyclase/mutase family protein				IPR008930		B2UR64
B2UR95	349741		Sulfatase-modifying factor enzyme-like domain-containing protein	GO:0120147:IEA	PF03781	FGE-sulfatase	IPR016187|IPR051043|IPR005532|IPR042095		B2UR95
B2UR97	349741		Beta-lactamase domain protein	GO:0016787:IEA|GO:0046872:IEA	PF00753	Lactamase_B	IPR051013|IPR001279|IPR036866		B2UR97
B2URA7	349741		ABC transporter permease						B2URA7
B2URB4	349741		DUF624 domain-containing protein						B2URB4
B2URB5	349741		Band 7 protein	GO:0016020:IEA	PF01145	Band_7	IPR001107|IPR036013		B2URB5
B2URI0	349741		Tetratricopeptide TPR_2 repeat protein		PF13432|PF13174|PF13181	TPR_16|TPR_6|TPR_8	IPR011990|IPR019734		B2URI0
B2URM0	349741		Aminopeptidase	GO:0004177:IEA|GO:0046872:IEA|GO:0008237:IEA|GO:0006508:IEA	PF02073	Peptidase_M29	IPR052170|IPR035097|IPR000787		B2URM0
B2URM9	349741		Formylglycine-generating enzyme family protein	GO:0120147:IEA	PF03781|PF18582	FGE-sulfatase|HZS_alpha	IPR011042|IPR016187|IPR040698|IPR051043|IPR005532|IPR042095		B2URM9
B2URP7	349741		Phosphate uptake regulator, PhoU	GO:0030643:IEA|GO:0045936:IEA	PF01895	PhoU	IPR028366|IPR038078|IPR026022		B2URP7
B2UKL9	349741	frr	Ribosome-recycling factor	GO:0005737:IEA|GO:0043023:IEA|GO:0006415:IEA	PF01765	RRF	IPR002661|IPR023584|IPR036191		B2UKL9
B2UKM8	349741		3-oxoacyl-[acyl-carrier-protein] synthase 2	GO:0005829:IEA|GO:0004315:IEA|GO:0006633:IEA	PF00109|PF02801	ketoacyl-synt|Ketoacyl-synt_C	IPR017568|IPR000794|IPR018201|IPR014031|IPR014030|IPR020841|IPR016039	2.3.1.179	B2UKM8
B2UKQ8	349741		Uncharacterized protein						B2UKQ8
B2UKS0	349741		Uncharacterized protein						B2UKS0
B2UKS4	349741		Uncharacterized protein						B2UKS4
B2UKT7	349741		Dihydropteroate synthase	GO:0005829:IEA|GO:0004156:IEA|GO:0046872:IEA|GO:0046656:IEA|GO:0046654:IEA	PF00809	Pterin_bind	IPR045031|IPR006390|IPR011005|IPR000489	2.5.1.15	B2UKT7
B2UKT9	349741	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	GO:0051539:IEA|GO:0046429:IEA|GO:0141197:IEA|GO:0005506:IEA|GO:0019288:IEA|GO:0016114:IEA	PF04551|PF26540	GcpE|GcpE_C	IPR011005|IPR017178|IPR004588|IPR058579|IPR058578|IPR045854	1.17.7.3	B2UKT9
B2UKU9	349741		Hydrogenase accessory protein HypB	GO:0005525:IEA|GO:0003924:IEA|GO:0016151:IEA|GO:0008270:IEA|GO:0051604:IEA	PF02492	cobW	IPR003495|IPR004392|IPR027417		B2UKU9
B2UKV0	349741		Carbamoyltransferase	GO:0003998:IEA|GO:0016743:IEA|GO:0003725:IEA|GO:0016874:IEA|GO:0008270:IEA|GO:0051604:IEA	PF00708|PF17788|PF22521|PF01300|PF07503	Acylphosphatase|HypF_C|HypF_C_2|Sua5_yciO_yrdC|zf-HYPF	IPR001792|IPR036046|IPR017968|IPR043129|IPR051060|IPR004421|IPR017945|IPR041440|IPR055128|IPR006070|IPR011125	6.2.-	B2UKV0
B2UKW2	349741		Uncharacterized protein				IPR011250		B2UKW2
B2UKZ3	349741		Zeta toxin domain-containing protein	GO:0005524:IEA|GO:0016301:IEA	PF06414	Zeta_toxin	IPR027417|IPR010488		B2UKZ3
B2UL07	349741		UPF0235 protein Amuc_1458	GO:0005737:IEA	PF02594	DUF167	IPR003746|IPR036591		B2UL07
B2UL42	349741		Uncharacterized protein						B2UL42
B2UL67	349741		Bifunctional chorismate mutase/prephenate dehydratase	GO:0005737:IEA|GO:0004106:IEA|GO:0004664:IEA|GO:0046417:IEA|GO:0009094:IEA	PF01842|PF01817|PF00800	ACT|CM_2|PDT	IPR045865|IPR002912|IPR008242|IPR036263|IPR036979|IPR002701|IPR010957|IPR001086	4.2.1.51|5.4.99.5	B2UL67
B2ULA9	349741		Hyalurononglucosaminidase	GO:0004415:IEA|GO:1901135:IEA|GO:0005975:IEA	PF00754|PF02838|PF21809|PF07555	F5_F8_type_C|Glyco_hydro_20b|Glyco_hydro_84_hel|NAGidase	IPR049478|IPR000421|IPR008979|IPR017853|IPR013780|IPR051822|IPR029018|IPR015882|IPR011496	3.2.1.35	B2ULA9
B2ULB1	349741		Uncharacterized protein						B2ULB1
B2ULD3	349741	kbl	2-amino-3-ketobutyrate coenzyme A ligase	GO:0005829:IEA|GO:0008890:IEA|GO:0016874:IEA|GO:0030170:IEA|GO:0019518:IEA	PF00155	Aminotran_1_2	IPR011282|IPR001917|IPR004839|IPR050087|IPR015424|IPR015421|IPR015422	2.3.1.29	B2ULD3
B2ULE3	349741		Uncharacterized protein						B2ULE3
B2ULJ4	349741		PEP-CTERM protein-sorting domain-containing protein		PF07589	PEP-CTERM	IPR013424		B2ULJ4
B2ULM3	349741	murJ	Probable lipid II flippase MurJ	GO:0005886:IEA|GO:0015648:IEA|GO:0071555:IEA|GO:0034204:IEA|GO:0009252:IEA|GO:0008360:IEA	PF03023	MurJ	IPR051050|IPR004268		B2ULM3
B2ULN2	349741		Uncharacterized protein	GO:0005886:IEA	PF13624	SurA_N_3	IPR052029|IPR027304		B2ULN2
B2ULN6	349741		DUF3472 domain-containing protein		PF11958	DUF3472	IPR021862		B2ULN6
B2ULN9	349741		Proton-translocating NADH-quinone oxidoreductase, chain L	GO:0012505:IEA|GO:0016020:IEA|GO:0008137:IEA|GO:0003954:IEA|GO:0042773:IEA|GO:0015990:IEA	PF00361|PF00662	Proton_antipo_M|Proton_antipo_N	IPR018393|IPR001750|IPR003945|IPR001516	1.6.99.5	B2ULN9
B2ULV2	349741		Tubulin/FtsZ GTPase	GO:0032153:IEA|GO:0005737:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0051301:IEA	PF00091	Tubulin	IPR045061|IPR008280|IPR036525|IPR003008		B2ULV2
B2ULV9	349741		ABC transporter permease	GO:0043190:IEA|GO:0005548:IEA	PF02405	MlaE	IPR003453|IPR030802		B2ULV9
B2ULW5	349741		Twitching motility protein	GO:0005524:IEA|GO:0016887:IEA	PF00437	T2SSE	IPR003593|IPR027417|IPR006321|IPR001482|IPR050921		B2ULW5
B2UM07	349741		Carboxyl-terminal protease	GO:0030288:IEA|GO:0004252:IEA|GO:0006508:IEA|GO:0007165:IEA	PF11818|PF17820|PF03572|PF17804	DUF3340|PDZ_6|Peptidase_S41|TSP_NTD	IPR029045|IPR001478|IPR041489|IPR036034|IPR004447|IPR005151|IPR020992|IPR040573	3.4.21.102	B2UM07
B2UM08	349741		Phosphatidate cytidylyltransferase	GO:0005886:IEA|GO:0004605:IEA|GO:0016024:IEA	PF01148	CTP_transf_1		2.7.7.41	B2UM08
B2UM27	349741		Phosphatidylserine decarboxylase-related	GO:0004609:IEA|GO:0008654:IEA	PF02666	PS_Dcarbxylase	IPR003817		B2UM27
B2UM37	349741		Uncharacterized protein	GO:0003677:IEA			IPR010982		B2UM37
B2UM61	349741		Outer membrane protein beta-barrel domain-containing protein		PF13505	OMP_b-brl	IPR027385|IPR011250		B2UM61
B2UM65	349741		DNA polymerase beta domain protein region		PF18765	Polbeta	IPR052930|IPR043519|IPR041633		B2UM65
B2UM86	349741		DUF1573 domain-containing protein		PF07610	DUF1573	IPR011467|IPR013783		B2UM86
B2UM90	349741		Uncharacterized protein						B2UM90
B2UMB6	349741		Uncharacterized protein						B2UMB6
B2UME1	349741		30S ribosomal protein S1	GO:0022627:IEA|GO:0003729:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00575	S1	IPR012340|IPR050437|IPR000110|IPR035104|IPR003029		B2UME1
B2UMG7	349741		Endoribonuclease L-PSP		PF14588	YjgF_endoribonc	IPR013813|IPR035959		B2UMG7
B2UMI4	349741		Outer membrane autotransporter barrel domain protein		PF03797	Autotransporter	IPR005546|IPR036709		
B2UMK0	349741	coaD	Phosphopantetheine adenylyltransferase	GO:0005737:IEA|GO:0005524:IEA|GO:0004595:IEA|GO:0015937:IEA	PF01467	CTP_transf_like	IPR004821|IPR001980|IPR014729	2.7.7.3	B2UMK0
B2UMM3	349741		5-formyltetrahydrofolate cyclo-ligase	GO:0030272:IEA|GO:0005524:IEA|GO:0046872:IEA|GO:0009396:IEA|GO:0035999:IEA	PF01812	5-FTHF_cyc-lig	IPR002698|IPR024185|IPR037171	6.3.3.2	B2UMM3
B2UMM5	349741		Pyridoxal phosphate homeostasis protein	GO:0030170:IEA	PF01168	Ala_racemase_N	IPR001608|IPR029066|IPR011078		B2UMM5
B2UMS1	349741		TonB C-terminal domain-containing protein						B2UMS1
B2UMU8	349741		Two component, sigma54 specific, transcriptional regulator, Fis family	GO:0005524:IEA|GO:0043565:IEA|GO:0006351:IEA|GO:0000160:IEA|GO:0006355:IEA	PF25601|PF02954|PF00072|PF00158	AAA_lid_14|HTH_8|Response_reg|Sigma54_activat	IPR003593|IPR058031|IPR011006|IPR009057|IPR002197|IPR027417|IPR001789|IPR002078|IPR025662|IPR025943|IPR025944		B2UMU8
B2UMV6	349741		Oligopeptide/dipeptide ABC transporter, ATPase subunit	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0015833:IEA	PF00005|PF08352	ABC_tran|oligo_HPY	IPR003593|IPR050388|IPR003439|IPR017871|IPR013563|IPR027417		B2UMV6
B2UMW2	349741		Rad50/SbcC-type AAA domain-containing protein	GO:0016887:IEA|GO:0006302:IEA	PF13476	AAA_23	IPR027417|IPR038729		B2UMW2
B2UMZ4	349741		ABC transporter related	GO:0016020:IEA|GO:0140359:IEA|GO:0005524:IEA|GO:0016887:IEA	PF01061|PF00005	ABC2_membrane|ABC_tran	IPR003593|IPR013525|IPR003439|IPR050352|IPR027417		B2UMZ4
B2UN01	349741		Uncharacterized protein						B2UN01
B2UN08	349741		Peptidase S15	GO:0016787:IEA	PF02129	Peptidase_S15	IPR029058|IPR051411|IPR000383		B2UN08
B2UN20	349741		Multidrug export protein MepA	GO:0005886:IEA|GO:0015297:IEA|GO:0042910:IEA|GO:0046677:IEA	PF01554	MatE	IPR002528|IPR045070|IPR051327|IPR048279		B2UN20
B2UN65	349741	purD	Phosphoribosylamine--glycine ligase	GO:0005524:IEA|GO:0046872:IEA|GO:0004637:IEA|GO:0006189:IEA|GO:0009113:IEA	PF01071|PF02843|PF02844	GARS_A|GARS_C|GARS_N	IPR011761|IPR013815|IPR016185|IPR020561|IPR000115|IPR020560|IPR037123|IPR020559|IPR020562|IPR011054	6.3.4.13	B2UN65
B2UNF1	349741		Signal recognition particle-docking protein FtsY	GO:0005886:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0005047:IEA|GO:0006614:IEA	PF00448	SRP54	IPR003593|IPR027417|IPR004390|IPR036225|IPR000897|IPR042101		B2UNF1
B2UNF3	349741		Replicative DNA helicase	GO:0005829:IEA|GO:1990077:IEA|GO:0043139:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0006269:IEA	PF00772|PF03796	DnaB|DnaB_C	IPR036185|IPR007692|IPR007694|IPR007693|IPR016136|IPR027417	5.6.2.3	B2UNF3
B2UNG7	349741		Nucleoside-diphosphate sugar epimerase		PF06258	Mito_fiss_Elm1	IPR009367		B2UNG7
B2UNH9	349741		MFS transporter						B2UNH9
B2UNJ9	349741		Metallophosphoesterase	GO:0016020:IEA|GO:0046872:IEA|GO:0008758:IEA|GO:0009245:IEA	PF00149	Metallophos	IPR004843|IPR029052|IPR051158		B2UNJ9
B2UNM2	349741		Acyltransferase 3 domain-containing protein	GO:0016747:IEA	PF01757	Acyl_transf_3	IPR002656		B2UNM2
B2UNN0	349741		Cytochrome c domain-containing protein	GO:0004130:IEA|GO:0009055:IEA|GO:0020037:IEA|GO:0046872:IEA	PF06537	DHOR	IPR009056|IPR036909|IPR051395|IPR010538|IPR036280		B2UNN0
B2UNP1	349741		6-phosphogluconate dehydrogenase NAD-binding	GO:0051287:IEA|GO:0050661:IEA|GO:0016491:IEA	PF14833|PF03446	NAD_binding_11|NAD_binding_2	IPR008927|IPR013328|IPR006115|IPR029154|IPR015815|IPR051265|IPR036291		B2UNP1
B2UNP5	349741		4-amino-4-deoxychorismate lyase	GO:0003824:IEA	PF01063	Aminotran_4	IPR001544|IPR036038|IPR043132|IPR043131		B2UNP5
B2UNQ0	349741		5-nitroimidazole antibiotic resistance protein		PF12900	Pyridox_ox_2	IPR024747|IPR012349		B2UNQ0
B2UNQ6	349741		Uncharacterized protein						B2UNQ6
B2UNR7	349741		Vitamin B12-dependent ribonucleotide reductase	GO:0031419:IEA|GO:0050897:IEA|GO:0000166:IEA|GO:0004748:IEA|GO:0071897:IEA	PF08471|PF02867|PF12637	Ribonuc_red_2_N|Ribonuc_red_lgC|TSCPD	IPR050862|IPR013678|IPR000788|IPR013344|IPR024434	1.17.4.1	B2UNR7
B2UNY6	349741		Uncharacterized protein						B2UNY6
B2UNY9	349741		HdeD family acid-resistance protein	GO:0005886:IEA	PF03729	DUF308	IPR052712|IPR005325		B2UNY9
B2UP09	349741		Ribonuclease G	GO:0005737:IEA|GO:0004519:IEA|GO:0016787:IEA|GO:0046872:IEA|GO:0004540:IEA|GO:0019843:IEA|GO:0006364:IEA|GO:0008033:IEA	PF10150|PF20833	RNase_E_G|RNase_E_G_Thio	IPR012340|IPR019307|IPR004659|IPR048583|IPR003029		B2UP09
B2UP73	349741		Methylmalonyl-CoA carboxytransferase	GO:0005737:IEA|GO:0047154:IEA|GO:0004736:IEA|GO:0006094:IEA	PF00682|PF02436	HMGL-like|PYC_OADA	IPR013785|IPR003379|IPR055268|IPR000891	2.1.3.1	B2UP73
B2UP78	349741		Citramalate synthase	GO:0043714:IEA|GO:0003852:IEA|GO:0009097:IEA|GO:0009098:IEA	PF22617|PF00682|PF08502	HCS_D2|HMGL-like|LeuA_dimer	IPR013709|IPR002034|IPR013785|IPR005675|IPR054691|IPR036230|IPR000891	2.3.3.21	B2UP78
B2UP89	349741		Transposase IS200-like domain-containing protein	GO:0003677:IEA|GO:0004803:IEA|GO:0006313:IEA	PF01797	Y1_Tnp	IPR002686|IPR036515		B2UP89
B2UPA8	349741		Catalase	GO:0005829:IEA|GO:0004096:IEA|GO:0020037:IEA|GO:0046872:IEA|GO:0042744:IEA|GO:0006979:IEA	PF00199|PF06628|PF18011	Catalase|Catalase-rel|Catalase_C	IPR018028|IPR024712|IPR043156|IPR011614|IPR002226|IPR010582|IPR041399|IPR020835|IPR029062	1.11.1.6	B2UPA8
B2UPC0	349741		Glycosyl transferase group 1	GO:0016757:IEA	PF13692	Glyco_trans_1_4			B2UPC0
B2UPL5	349741	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	GO:0005886:IEA|GO:0046872:IEA|GO:0008963:IEA|GO:0051992:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF00953|PF10555	Glycos_transf_4|MraY_sig1	IPR000715|IPR003524|IPR018480	2.7.8.13	B2UPL5
B2UPP2	349741		ErfK/YbiS/YcfS/YnhG family protein	GO:0005576:IEA|GO:0071972:IEA|GO:0016740:IEA|GO:0071555:IEA|GO:0018104:IEA|GO:0008360:IEA	PF03734	YkuD	IPR050979|IPR005490|IPR038063		B2UPP2
B2UPS4	349741		Fumarate hydratase class I	GO:0051539:IEA|GO:0004333:IEA|GO:0046872:IEA|GO:0042803:IEA|GO:0006099:IEA	PF05681|PF05683	Fumerase|Fumerase_C	IPR051208|IPR004646|IPR004647|IPR036660|IPR011167|IPR020557	4.2.1.2	B2UPS4
B2UPX9	349741		Uncharacterized protein						B2UPX9
B2UQ38	349741	guaB	Inosine-5'-monophosphate dehydrogenase	GO:0003938:IEA|GO:0046872:IEA|GO:0000166:IEA|GO:0006177:IEA|GO:0006183:IEA	PF00571|PF00478	CBS|IMPDH	IPR013785|IPR000644|IPR046342|IPR005990|IPR015875|IPR001093	1.1.1.205	B2UQ38
B2UQ53	349741		Metallophosphoesterase	GO:0016787:IEA	PF00149	Metallophos	IPR004843|IPR029052|IPR051158		B2UQ53
B2UQ70	349741		Nitroreductase	GO:0016491:IEA	PF00881	Nitroreductase	IPR052544|IPR029479|IPR000415		B2UQ70
B2UQE0	349741		Zinc finger SWIM domain protein	GO:0008270:IEA	PF04434	SWIM	IPR007527		B2UQE0
B2UQI2	349741		DUF1009 domain-containing protein		PF06230|PF17930	LpxI_C|LpxI_N	IPR053174|IPR010415|IPR043167|IPR041255		B2UQI2
B2UQL9	349741		Metallophosphoesterase	GO:0030288:IEA|GO:0016787:IEA|GO:0000166:IEA|GO:0009166:IEA	PF02872|PF00149	5_nucleotid_C|Metallophos	IPR008334|IPR036907|IPR006179|IPR004843|IPR029052		B2UQL9
B2UQP3	349741		DJ-1 family protein	GO:0005737:IEA	PF01965	DJ-1_PfpI	IPR029062|IPR006287|IPR002818|IPR050325		B2UQP3
B2UQP5	349741		N-acetylglucosamine-6-phosphate deacetylase	GO:0046872:IEA|GO:0008448:IEA|GO:0006046:IEA	PF01979	Amidohydro_1	IPR006680|IPR003764|IPR011059|IPR032466		B2UQP5
B2UQR0	349741		ABC transporter related	GO:0016020:IEA|GO:0140359:IEA|GO:0005524:IEA|GO:0016887:IEA	PF01061|PF00005	ABC2_membrane|ABC_tran	IPR003593|IPR013525|IPR003439|IPR017871|IPR050352|IPR027417		B2UQR0
B2UQT8	349741		Uncharacterized protein						B2UQT8
B2UQU0	349741		Lipoprotein						B2UQU0
B2UQW0	349741		Uncharacterized protein						B2UQW0
B2UR07	349741		Uncharacterized protein						B2UR07
B2UR10	349741	ahcY	Adenosylhomocysteinase	GO:0005829:IEA|GO:0004013:IEA|GO:0071269:IEA|GO:0006730:IEA|GO:0033353:IEA	PF05221|PF00670	AdoHcyase|AdoHcyase_NAD	IPR042172|IPR000043|IPR015878|IPR036291|IPR020082	3.13.2.1	B2UR10
B2UR24	349741		P-type Zn(2+) transporter	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0015086:IEA|GO:0046872:IEA|GO:0016463:IEA	PF00122|PF00702	E1-E2_ATPase|Hydrolase	IPR023299|IPR018303|IPR008250|IPR059000|IPR051014|IPR036412|IPR023214|IPR027256|IPR001757|IPR044492	7.2.2.12	B2UR24
B2UR33	349741	lipA	Lipoyl synthase	GO:0005737:IEA|GO:0051539:IEA|GO:0016992:IEA|GO:0046872:IEA|GO:0009249:IEA	PF16881|PF04055	LIAS_N|Radical_SAM	IPR013785|IPR006638|IPR031691|IPR003698|IPR007197|IPR058240	2.8.1.8	B2UR33
B2UR42	349741		Cell division protein FtsA	GO:0051301:IEA	PF11104	PilM_2	IPR054809|IPR043129|IPR050696|IPR005883		B2UR42
B2UR48	349741	hisG	ATP phosphoribosyltransferase	GO:0005737:IEA|GO:0005524:IEA|GO:0003879:IEA|GO:0000287:IEA|GO:0000105:IEA	PF01634|PF08029	HisG|HisG_C	IPR020621|IPR013820|IPR001348|IPR013115|IPR011322|IPR015867	2.4.2.17	B2UR48
B2UR53	349741		Uncharacterized protein						B2UR53
B2UR65	349741		Terpene cyclase/mutase family protein				IPR008930		B2UR65
B2UR74	349741		Uncharacterized protein						B2UR74
