Gene ID,Gene Name or Symbol,Product Description
AN10596,N/A,Ortholog of Aspergillus versicolor : Aspve1_0580375
AN10597,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN10598,N/A,"Has domain(s) with predicted calcium ion binding, calcium-dependent phospholipid binding activity"
AN10599,N/A,Ortholog(s) have galactonate dehydratase activity and role in cellular carbohydrate catabolic process
AN1060,N/A,[Histone H3]-trimethyl-L-lysine(9) demethylase
AN10600,N/A,Predicted transcription factor
AN10601,N/A,"Ortholog of A. nidulans FGSC A4 : AN2923, A. fumigatus Af293 : Afu2g17770, Afu8g00650, A. niger CBS 513.88 : An11g02090, An01g01000 and A. oryzae RIB40 : AO090020000174, AO090103000301"
AN10602,N/A,"Has domain(s) with predicted oxidoreductase activity, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process"
AN10603,N/A,"Ortholog of A. fumigatus Af293 : Afu3g07510, A. niger CBS 513.88 : An02g13190, A. oryzae RIB40 : AO090020000145, Neosartorya fischeri NRRL 181 : NFIA_069680 and Aspergillus wentii : Aspwe1_0029255"
AN10604,N/A,"Ortholog of A. fumigatus Af293 : Afu2g17760, A. niger CBS 513.88 : An03g02870, Neosartorya fischeri NRRL 181 : NFIA_093160, Aspergillus wentii : Aspwe1_0141692 and Aspergillus versicolor : Aspve1_0070749"
AN10605,N/A,"Has domain(s) with predicted triglyceride lipase activity and role in lipid catabolic process, lipid metabolic process"
AN10606,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN10608,N/A,Has domain(s) with predicted hydrolase activity
AN10609,N/A,Ortholog(s) have role in mitochondrial respiratory chain complex III assembly and integral component of mitochondrial inner membrane localization
AN1061,N/A,Putative GABA permease
AN10610,N/A,"Ortholog(s) have peroxisome matrix targeting signal-1 binding, peroxisome matrix targeting signal-2 binding, protein binding, bridging activity"
AN10611,N/A,"Ortholog(s) have phosphatidylinositol N-acetylglucosaminyltransferase activity, role in GPI anchor biosynthetic process and endoplasmic reticulum localization"
AN10612,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN10613,N/A,Putative cytochrome P450
AN10614,N/A,"Ortholog(s) have G-quadruplex DNA binding, ribosome binding, telomeric DNA binding, triplex DNA binding activity"
AN10615,N/A,Putative branchpoint binding protein
AN10616,N/A,protein of unknown function
AN10617,N/A,Putative cytochrome P450
AN10618,N/A,Ortholog(s) have mRNA binding activity
AN10619,N/A,"Has domain(s) with predicted carboxy-lyase activity, catalytic activity, pyridoxal phosphate binding activity and role in carboxylic acid metabolic process"
AN1062,N/A,Has domain(s) with predicted fatty-acyl-CoA binding activity
AN10620,N/A,"Ortholog of A. fumigatus Af293 : Afu3g10200, A. oryzae RIB40 : AO090003000556, Aspergillus wentii : Aspwe1_0025004, Aspergillus zonatus : Aspzo1_0012301 and Aspergillus sydowii : Aspsy1_0146861"
AN10621,N/A,"Ortholog(s) have ATP binding, ATPase activity, Y-form DNA binding, double-strand/single-strand DNA junction binding, four-way junction DNA binding and guanine/thymine mispair binding, more"
AN10622,N/A,"Ortholog(s) have role in mitochondrial respiratory chain complex assembly and cytosol, mitochondrial intermembrane space, nucleus localization"
AN10623,N/A,"Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
AN10624,N/A,"Ortholog of A. nidulans FGSC A4 : AN10787, Aspergillus brasiliensis : Aspbr1_0059853, Neosartorya fischeri NRRL 181 : NFIA_047300 and Aspergillus versicolor : Aspve1_0089701, Aspve1_0874507"
AN10625,N/A,"Has domain(s) with predicted RNA-DNA hybrid ribonuclease activity, nucleic acid binding activity"
AN10626,N/A,Ortholog(s) have intracellular localization
AN10627,N/A,"Has domain(s) with predicted GTP binding, GTPase activity, structural constituent of cytoskeleton activity, role in microtubule-based process, protein polymerization and microtubule, protein complex localization"
AN10628,N/A,Conidium-specific RNA of unknown function
AN10629,N/A,Has domain(s) with predicted role in lipid metabolic process
AN1063,N/A,Putative NADH dehydrogenase (ubiquinone) with a predicted role in energy metabolism
AN10630,N/A,Has domain(s) with predicted integral component of membrane localization
AN10631,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN10632,N/A,Has domain(s) with predicted nucleic acid binding activity and role in DNA integration
AN10634,N/A,Putative ortholog of S. cerevisiae Yme2p which has role in mitochondrial genome maintenance
AN10635,N/A,Essential protein involved in septation and chromosome segregation
AN10636,N/A,"Ortholog(s) have Golgi apparatus, endoplasmic reticulum localization"
AN10637,N/A,"Ortholog(s) have role in microautophagy, polyphosphate metabolic process, protein localization, vacuolar transport, vacuole fusion, non-autophagic"
AN10638,N/A,Ortholog(s) have role in hyphal growth
AN10639,N/A,"Ortholog(s) have GPI-anchor transamidase activity, role in attachment of GPI anchor to protein and GPI-anchor transamidase complex, endoplasmic reticulum, integral component of membrane localization"
AN1064,N/A,Putative nuclear pore complex protein with homology to Saccharomyces cerevisiae Nup57p
AN10640,N/A,"Ortholog(s) have role in positive regulation of septation initiation signaling, regulation of phosphorylation of RNA polymerase II C-terminal domain and cytosol, trimeric positive transcription elongation factor complex b localization"
AN10641,N/A,Has domain(s) with predicted protein disulfide oxidoreductase activity
AN10642,N/A,"Ortholog(s) have ubiquinone binding activity, role in cellular respiration, ubiquinone biosynthetic process and mitochondrial inner membrane localization"
AN10643,N/A,"Has domain(s) with predicted protein heterodimerization activity, sequence-specific DNA binding activity and intracellular localization"
AN10644,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN10645,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07310, A. niger CBS 513.88 : An07g09850, A. oryzae RIB40 : AO090012000984, Aspergillus wentii : Aspwe1_0040933 and Aspergillus sydowii : Aspsy1_0155965"
AN10646,N/A,"Has domain(s) with predicted transferase activity, transferring phosphorus-containing groups activity"
AN10647,N/A,Putative cytochrome P450 protein
AN10648,N/A,Ortholog(s) have delta24(24-1) sterol reductase activity
AN10649,N/A,"Has domain(s) with predicted RNA binding, RNA-directed DNA polymerase activity, nucleic acid binding activity and role in DNA integration, RNA-dependent DNA replication"
AN1065,N/A,"Ortholog(s) have role in chromatin silencing at centromere, chromatin silencing at telomere and mitotic spindle, nucleolus localization"
AN10650,N/A,"Ortholog of A. nidulans FGSC A4 : AN11203, A. fumigatus Af293 : Afu4g00520, A. niger CBS 513.88 : An12g05740 and Aspergillus wentii : Aspwe1_0072865, Aspwe1_0156452"
AN10651,N/A,Ortholog(s) have cytosol localization
AN10652,N/A,Ortholog(s) have mitochondrion localization
AN10654,N/A,protein of unknown function
AN10656,N/A,"Has domain(s) with predicted ATP binding, biotin carboxylase activity, catalytic activity, ligase activity, metal ion binding activity and role in metabolic process"
AN10657,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN10658,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN10659,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN1066,N/A,"Ortholog(s) have role in mitochondrial respiratory chain complex IV assembly and integral component of mitochondrial inner membrane, mitochondrial respiratory chain supercomplex, plasma membrane localization"
AN10660,N/A,Putative NADH dehydrogenase
AN10661,N/A,Has domain(s) with predicted hydrolase activity and role in nucleotide catabolic process
AN10662,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN10663,N/A,Has domain(s) with predicted hydrolase activity and role in nucleotide catabolic process
AN10664,N/A,"Ortholog of A. fumigatus Af293 : Afu6g14120, A. oryzae RIB40 : AO090103000398, Aspergillus wentii : Aspwe1_0100298, Aspergillus sydowii : Aspsy1_0035748 and Aspergillus terreus NIH2624 : ATET_00923"
AN10665,N/A,Has domain(s) with predicted ligase activity
AN10666,N/A,protein of unknown function
AN10667,N/A,"Has domain(s) with predicted oxidoreductase activity, zinc ion binding activity and role in oxidation-reduction process"
AN10668,N/A,"Has domain(s) with predicted NAD binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process"
AN10669,N/A,"Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization"
AN1067,N/A,"Ortholog of A. fumigatus Af293 : Afu1g12025, A. oryzae RIB40 : AO090001000340, Neosartorya fischeri NRRL 181 : NFIA_013500 and Aspergillus versicolor : Aspve1_0024253"
AN10670,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN10671,N/A,"Has domain(s) with predicted oxidoreductase activity, zinc ion binding activity and role in oxidation-reduction process"
AN10672,N/A,"Has domain(s) with predicted carbohydrate binding, catalytic activity and role in carbohydrate metabolic process"
AN10673,N/A,"Ortholog(s) have serine-type peptidase activity, role in apoptotic process, cellular lipid metabolic process, cellular response to heat, protein catabolic process and nucleus localization"
AN10675,N/A,Ortholog(s) have mitochondrion localization
AN10676,N/A,"Ortholog(s) have UDP-galactose transmembrane transporter activity, role in UDP-galactose transmembrane import into Golgi lumen and integral component of Golgi membrane localization"
AN10677,N/A,"Ortholog(s) have role in DNA repair, ascospore formation, meiotic gene conversion, reciprocal meiotic recombination and mitotic spindle, nucleus, site of double-strand break localization"
AN10678,N/A,"Ortholog of A. fumigatus Af293 : Afu4g11810, A. oryzae RIB40 : AO090003001035, Aspergillus wentii : Aspwe1_0033965, Aspergillus sydowii : Aspsy1_0043963 and Aspergillus terreus NIH2624 : ATET_03902"
AN1068,N/A,"Has domain(s) with predicted hydrolase activity, acting on ester bonds activity and role in GPI anchor metabolic process, intracellular protein transport"
AN10680,N/A,"Ortholog of A. fumigatus Af293 : Afu6g13640, A. niger CBS 513.88 : An08g08660, A. oryzae RIB40 : AO090103000515, Aspergillus wentii : Aspwe1_0166284 and Aspergillus sydowii : Aspsy1_0030540"
AN10681,N/A,"Ortholog(s) have structural constituent of ribosome activity, role in cytoplasmic translation, regulation of translational fidelity and cytosolic large ribosomal subunit localization"
AN10682,N/A,"Ortholog(s) have protein binding, bridging activity and role in phosphatidylinositol biosynthetic process, positive regulation of kinase activity"
AN10683,N/A,"Ortholog(s) have nucleoside:proton symporter activity, role in nucleoside transport and endoplasmic reticulum localization"
AN10685,N/A,"Ortholog of A. fumigatus Af293 : Afu6g12880, Neosartorya fischeri NRRL 181 : NFIA_058820, Aspergillus wentii : Aspwe1_0166371 and Aspergillus versicolor : Aspve1_0042181"
AN10686,N/A,Has domain(s) with predicted role in transmembrane transport
AN10687,N/A,protein of unknown function
AN10688,N/A,protein of unknown function
AN10689,N/A,"Has domain(s) with predicted sugar:proton symporter activity, role in carbohydrate transport and Golgi membrane, integral component of membrane localization"
AN1069,N/A,Ortholog(s) have unfolded protein binding activity
AN10690,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN10692,N/A,"Has domain(s) with predicted transmembrane transporter activity, transporter activity, role in transmembrane transport and integral component of membrane localization"
AN10693,N/A,protein of unknown function
AN10694,N/A,"Ortholog of A. fumigatus Af293 : Afu4g11740, A. niger CBS 513.88 : An01g06990, Neosartorya fischeri NRRL 181 : NFIA_104480, Aspergillus wentii : Aspwe1_0166620 and Aspergillus versicolor : Aspve1_0042220"
AN10695,N/A,Ortholog of A. niger CBS 513.88 : An01g07100
AN10696,N/A,"Ortholog of A. fumigatus Af293 : Afu4g11750, Neosartorya fischeri NRRL 181 : NFIA_104470, Aspergillus versicolor : Aspve1_0042218 and Aspergillus clavatus NRRL 1 : ACLA_050800"
AN10697,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN10699,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN10700,N/A,"Ortholog(s) have 4-hydroxy-4-methyl-2-oxoglutarate aldolase activity, oxaloacetate decarboxylase activity and role in protocatechuate catabolic process"
AN10701,N/A,Ortholog(s) have CDP-diacylglycerol-serine O-phosphatidyltransferase activity
AN10702,N/A,"Ortholog(s) have alpha-1,4-glucosidase activity, role in polysaccharide biosynthetic process, protein N-linked glycosylation and endoplasmic reticulum lumen, glucosidase II complex localization"
AN10703,N/A,"Has domain(s) with predicted oxidoreductase activity, zinc ion binding activity and role in oxidation-reduction process"
AN10704,N/A,Putative cytochrome P450
AN10705,N/A,"Ortholog of A. fumigatus Af293 : Afu6g06630, A. niger CBS 513.88 : An18g06430, A. oryzae RIB40 : AO090003000039, Neosartorya fischeri NRRL 181 : NFIA_052280 and Aspergillus wentii : Aspwe1_0170257"
AN10706,N/A,Ortholog(s) have endoplasmic reticulum localization
AN10707,N/A,Ortholog(s) have nucleus localization
AN10708,N/A,"Ortholog(s) have role in proteasomal ubiquitin-independent protein catabolic process, proteasome assembly, proteasome-mediated ubiquitin-dependent protein catabolic process"
AN10709,N/A,Putative glutamine-fructose-6-phosphate transaminase
AN1071,N/A,"Has domain(s) with predicted ADP binding, catalytic activity, microtubule motor activity, nucleoside-triphosphatase activity, nucleotide binding activity, role in nucleoside metabolic process and kinesin complex localization"
AN10710,N/A,"Ortholog(s) have phosphomannomutase activity, role in establishment or maintenance of cell polarity, protein targeting to ER and cytosol, nucleus localization"
AN10711,N/A,Ortholog(s) have role in mitochondrial respiratory chain complex IV assembly and mitochondrion localization
AN10712,N/A,"Has domain(s) with predicted pseudouridine synthase activity, snoRNA binding activity, role in pseudouridine synthesis, ribosome biogenesis, snRNA pseudouridine synthesis and box H/ACA snoRNP complex localization"
AN10713,N/A,Has domain(s) with predicted mitochondrion localization
AN10714,N/A,"Ortholog of A. fumigatus Af293 : Afu1g06650, A. oryzae RIB40 : AO090001000464, Aspergillus flavus NRRL 3357 : AFL2T_09110 and Neosartorya fischeri NRRL 181 : NFIA_018040"
AN10715,N/A,"Ortholog of A. fumigatus Af293 : Afu6g06560, A. niger CBS 513.88 : An03g03300, A. oryzae RIB40 : AO090003000028 and Aspergillus wentii : Aspwe1_0026209"
AN10716,N/A,"Has domain(s) with predicted role in regulation of transcription, DNA-templated"
AN10717,N/A,Ortholog(s) have role in mitochondrial respiratory chain complex II assembly and mitochondrion localization
