"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu1g13690","Afu1g13690-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,638,020..3,642,561(-)","Ortholog(s) have protein complex binding activity and role in cellular response to calcium ion, cellular response to zinc ion, early endosome to late endosome transport, regulation of protein complex assembly, vacuolar acidification","No","1","N/A","Ortholog(s) have protein complex binding activity and role in cellular response to calcium ion, cellular response to zinc ion, early endosome to late endosome transport, regulation of protein complex assembly, vacuolar acidification"
"Afu1g13700","Afu1g13700-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,642,619..3,646,608(-)","Ortholog of A. nidulans FGSC A4 : AN0704, A. niger CBS 513.88 : An08g06760, A. oryzae RIB40 : AO090012000507, Aspergillus wentii : Aspwe1_0027785 and Aspergillus sydowii : Aspsy1_0144836","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0704, A. niger CBS 513.88 : An08g06760, A. oryzae RIB40 : AO090012000507, Aspergillus wentii : Aspwe1_0027785 and Aspergillus sydowii : Aspsy1_0144836"
"Afu1g13710","Afu1g13710-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,647,224..3,650,580(-)","Isoleucyl-tRNA synthetase, cytoplasmic","No","1","N/A","Isoleucyl-tRNA synthetase, cytoplasmic"
"Afu1g13720","Afu1g13720-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,650,637..3,654,441(-)","Ortholog(s) have role in ER to Golgi vesicle-mediated transport, Golgi vesicle docking, SNARE complex assembly and ER to Golgi transport vesicle membrane, Golgi membrane localization","No","1","N/A","Ortholog(s) have role in ER to Golgi vesicle-mediated transport, Golgi vesicle docking, SNARE complex assembly and ER to Golgi transport vesicle membrane, Golgi membrane localization"
"Afu1g13730","Afu1g13730-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,654,510..3,658,387(+)","5'-3' exoribonuclease 2, putative","No","1","rat1","5'-3' exoribonuclease 2, putative"
"Afu1g13740","Afu1g13740-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,658,540..3,664,410(+)","Predicted pentafunctional polypeptide","No","1","N/A","Predicted pentafunctional polypeptide"
"Afu1g13750","Afu1g13750-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,668,689..3,673,071(+)","C2H2 transcription factor","No","1","N/A","C2H2 transcription factor"
"Afu1g13760","Afu1g13760-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,673,369..3,677,277(-)","Ortholog of A. nidulans FGSC A4 : AN3530, AN2658, A. fumigatus Af293 : Afu4g00490, Afu4g14350, A. niger CBS 513.88 : An09g01580 and A. oryzae RIB40 : AO090166000071","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3530, AN2658, A. fumigatus Af293 : Afu4g00490, Afu4g14350, A. niger CBS 513.88 : An09g01580 and A. oryzae RIB40 : AO090166000071"
"Afu1g13770","Afu1g13770-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,677,626..3,678,995(+)","Predicted DDE1 transposon-related ORF","No","1","N/A","Predicted DDE1 transposon-related ORF"
"Afu1g13780","Afu1g13780-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,679,732..3,681,048(-)","putative histone H4","No","1","hhfA","putative histone H4"
"Afu1g13790","Afu1g13790-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,681,583..3,683,573(+)","Histone H3","No","1","hhtA","Histone H3"
"Afu1g13800","Afu1g13800-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,683,819..3,686,501(-)","MFS multidrug transporter","No","1","mdrA","MFS multidrug transporter"
"Afu1g13810","Afu1g13810-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,687,664..3,687,952(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_013290","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_013290"
"Afu1g13820","Afu1g13820-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,689,012..3,690,635(+)","Ortholog of Aspergillus glaucus : Aspgl1_0038114, Neosartorya fischeri NRRL 181 : NFIA_011700 and Aspergillus fumigatus A1163 : AFUB_013300","No","1","N/A","Ortholog of Aspergillus glaucus : Aspgl1_0038114, Neosartorya fischeri NRRL 181 : NFIA_011700 and Aspergillus fumigatus A1163 : AFUB_013300"
"Afu1g13822","Afu1g13822-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,691,580..3,692,596(-)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu1g13830","Afu1g13830-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,695,534..3,696,665(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_013310","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_013310"
"Afu1g13840","Afu1g13840-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,699,133..3,700,612(+)","Has domain(s) with predicted integral component of membrane localization","No","1","N/A","Has domain(s) with predicted integral component of membrane localization"
"Afu1g13850","Afu1g13850-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,700,616..3,702,795(+)","Ortholog(s) have single-stranded DNA 5'-3' exodeoxyribonuclease activity, role in mitochondrial genome maintenance and cytosol, mitochondrion, nucleus localization","No","1","N/A","Ortholog(s) have single-stranded DNA 5'-3' exodeoxyribonuclease activity, role in mitochondrial genome maintenance and cytosol, mitochondrion, nucleus localization"
"Afu1g13860","Afu1g13860-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,703,012..3,704,480(-)","Ortholog of A. nidulans FGSC A4 : AN4122, AN2881, AN10123, AN0867, A. fumigatus Af293 : Afu1g15180, Afu3g11650 and A. niger CBS 513.88 : An08g07010, An02g07440, An01g13480","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN4122, AN2881, AN10123, AN0867, A. fumigatus Af293 : Afu1g15180, Afu3g11650 and A. niger CBS 513.88 : An08g07010, An02g07440, An01g13480"
"Afu1g13870","Afu1g13870-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,704,968..3,707,026(-)","Ortholog(s) have endoplasmic reticulum localization","No","1","N/A","Ortholog(s) have endoplasmic reticulum localization"
"Afu1g13880","Afu1g13880-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,707,194..3,709,209(+)","Has domain(s) with predicted snoRNA binding activity and role in ribosome biogenesis, snRNA pseudouridine synthesis","No","1","N/A","Has domain(s) with predicted snoRNA binding activity and role in ribosome biogenesis, snRNA pseudouridine synthesis"
"Afu1g13890","Afu1g13890-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,709,487..3,711,425(-)","Ortholog(s) have role in mRNA cis splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex, mitotic spindle pole body localization","No","1","N/A","Ortholog(s) have role in mRNA cis splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex, mitotic spindle pole body localization"
"Afu1g13900","Afu1g13900-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,711,536..3,717,052(+)","Ortholog(s) have role in mRNA export from nucleus and cytosol, nucleolus localization","No","1","N/A","Ortholog(s) have role in mRNA export from nucleus and cytosol, nucleolus localization"
"Afu1g13910","Afu1g13910-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,717,084..3,719,959(-)","Ortholog(s) have ATP-dependent 5'-3' DNA helicase activity, damaged DNA binding activity","No","1","N/A","Ortholog(s) have ATP-dependent 5'-3' DNA helicase activity, damaged DNA binding activity"
"Afu1g13920","Afu1g13920-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,720,193..3,725,617(+)","Ortholog(s) have ribosomal large subunit binding, ubiquitin-protein transferase activity","No","1","N/A","Ortholog(s) have ribosomal large subunit binding, ubiquitin-protein transferase activity"
"Afu1g13930","Afu1g13930-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,725,710..3,727,350(+)","Leucine carboxyl methyltransferase 1, putative","No","1","ppm1","Leucine carboxyl methyltransferase 1, putative"
"Afu1g13940","Afu1g13940-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,727,467..3,730,528(+)","Predicted adhesin-like protein","No","1","sun2","Predicted adhesin-like protein"
"Afu1g13950","Afu1g13950-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,730,591..3,731,507(-)","Has domain(s) with predicted oxidoreductase activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in metabolic process"
"Afu1g13960","Afu1g13960-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,732,485..3,733,980(+)","Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and endosome localization","No","1","N/A","Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and endosome localization"
"Afu1g13970","Afu1g13970-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,734,491..3,736,716(-)","Putative major facilitator superfamily (MFS) transporter","No","1","N/A","Putative major facilitator superfamily (MFS) transporter"
"Afu1g13980","Afu1g13980-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,738,068..3,740,960(-)","Ortholog of A. nidulans FGSC A4 : AN2186, AN10116, A. niger CBS 513.88 : An08g07120, An12g09760, An05g02480, An12g10180 and A. oryzae RIB40 : AO090010000355, AO090010000554","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2186, AN10116, A. niger CBS 513.88 : An08g07120, An12g09760, An05g02480, An12g10180 and A. oryzae RIB40 : AO090010000355, AO090010000554"
"Afu1g13990","Afu1g13990-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,741,812..3,743,387(-)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu1g14000","Afu1g14000-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,745,198..3,745,506(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_013490","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_013490"
"Afu1g14010","Afu1g14010-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,746,216..3,747,268(-)","AP-2 complex subunit sigma, putative","No","1","aps2","AP-2 complex subunit sigma, putative"
"Afu1g14020","Afu1g14020-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,747,443..3,749,993(-)","Diphthine methyl ester synthase, putative","No","1","dph5","Diphthine methyl ester synthase, putative"
"Afu1g14030","Afu1g14030-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,750,022..3,751,785(+)","Ortholog(s) have transcription cofactor activity","No","1","N/A","Ortholog(s) have transcription cofactor activity"
"Afu1g14040","Afu1g14040-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,752,163..3,752,993(-)","Has domain(s) with predicted FMN binding, oxidoreductase activity, pyridoxamine-phosphate oxidase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted FMN binding, oxidoreductase activity, pyridoxamine-phosphate oxidase activity and role in oxidation-reduction process"
"Afu1g14050","Afu1g14050-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,754,257..3,754,733(-)","Putative F-box protein","No","1","fbpA","Putative F-box protein"
"Afu1g14060","Afu1g14060-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,754,981..3,756,046(+)","Ortholog(s) have role in mRNA splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex localization","No","1","N/A","Ortholog(s) have role in mRNA splicing, via spliceosome and U4/U6 x U5 tri-snRNP complex localization"
"Afu1g14070","Afu1g14070-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,756,326..3,759,145(-)","Inhibitor of apoptosis protein 1","No","1","BIR1","Inhibitor of apoptosis protein 1"
"Afu1g14080","Afu1g14080-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,764,362..3,767,817(-)","Putative integral membrane protein","No","1","N/A","Putative integral membrane protein"
"Afu1g14090","Afu1g14090-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,768,643..3,770,057(-)","Ortholog(s) have role in histidine biosynthetic process, response to nickel cation and cytosol, nucleus localization","No","1","N/A","Ortholog(s) have role in histidine biosynthetic process, response to nickel cation and cytosol, nucleus localization"
"Afu1g14100","Afu1g14100-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,770,417..3,771,961(-)","Ortholog(s) have phosphatidate cytidylyltransferase activity, role in cardiolipin biosynthetic process and extrinsic component of mitochondrial inner membrane, hyphal cell wall, mitochondrial matrix localization","No","1","N/A","Ortholog(s) have phosphatidate cytidylyltransferase activity, role in cardiolipin biosynthetic process and extrinsic component of mitochondrial inner membrane, hyphal cell wall, mitochondrial matrix localization"
"Afu1g14110","Afu1g14110-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,772,422..3,774,027(-)","Ortholog(s) have RNA polymerase I activity, RNA polymerase II activity, RNA polymerase III activity, RNA-directed RNA polymerase activity","No","1","N/A","Ortholog(s) have RNA polymerase I activity, RNA polymerase II activity, RNA polymerase III activity, RNA-directed RNA polymerase activity"
"Afu1g14120","Afu1g14120-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,774,141..3,776,224(+)","Putative nuclear segregation protein","No","1","bfr1","Putative nuclear segregation protein"
"Afu1g14130","Afu1g14130-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,776,750..3,777,829(-)","Has domain(s) with predicted hydrolase activity","No","1","N/A","Has domain(s) with predicted hydrolase activity"
"Afu1g14140","Afu1g14140-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,778,222..3,779,259(-)","Has domain(s) with predicted dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity and role in GPI anchor biosynthetic process","No","1","N/A","Has domain(s) with predicted dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity and role in GPI anchor biosynthetic process"
"Afu1g14150","Afu1g14150-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,781,505..3,781,936(+)","Ortholog of A. nidulans FGSC A4 : AN0754, A. niger CBS 513.88 : An01g11990, A. oryzae RIB40 : AO090012000447, Neosartorya fischeri NRRL 181 : NFIA_011270 and Aspergillus wentii : Aspwe1_0040208","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0754, A. niger CBS 513.88 : An01g11990, A. oryzae RIB40 : AO090012000447, Neosartorya fischeri NRRL 181 : NFIA_011270 and Aspergillus wentii : Aspwe1_0040208"
"Afu1g14160","Afu1g14160-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,782,339..3,783,154(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_013700","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_013700"
"Afu1g14170","Afu1g14170-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,783,553..3,786,982(-)","beta-galactosidase A, putative","No","1","lacA","beta-galactosidase A, putative"
"Afu1g14180","Afu1g14180-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,788,802..3,791,796(-)","Ortholog(s) have tRNA (cytosine-5-)-methyltransferase activity, tRNA binding activity, role in cellular response to hydrogen peroxide, wobble base cytosine methylation and nucleus localization","No","1","N/A","Ortholog(s) have tRNA (cytosine-5-)-methyltransferase activity, tRNA binding activity, role in cellular response to hydrogen peroxide, wobble base cytosine methylation and nucleus localization"
"Afu1g14190","Afu1g14190-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,791,998..3,793,733(+)","Ortholog(s) have extracellular region localization","No","1","N/A","Ortholog(s) have extracellular region localization"
"Afu1g14200","Afu1g14200-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,794,154..3,795,938(-)","Putative mitochondrial processing peptidase beta subunit","No","1","N/A","Putative mitochondrial processing peptidase beta subunit"
"Afu1g14210","Afu1g14210-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,796,784..3,798,153(-)","Has domain(s) with predicted catalytic activity, coenzyme binding activity and role in cellular metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity, coenzyme binding activity and role in cellular metabolic process"
"Afu1g14220","Afu1g14220-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,798,173..3,799,920(-)","rRNA 2'-O-methyltransferase fibrillarin, putative","No","1","nopA","rRNA 2'-O-methyltransferase fibrillarin, putative"
"Afu1g14230","Afu1g14230-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,800,291..3,801,112(-)","Ortholog of A. nidulans FGSC A4 : AN2423, AN0736, A. fumigatus Af293 : Afu2g13800, A. niger CBS 513.88 : An01g12240, An02g05360 and A. oryzae RIB40 : AO090026000195","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN2423, AN0736, A. fumigatus Af293 : Afu2g13800, A. niger CBS 513.88 : An01g12240, An02g05360 and A. oryzae RIB40 : AO090026000195"
"Afu1g14240","Afu1g14240-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,802,715..3,805,429(-)","Ortholog(s) have role in Golgi vesicle transport and Golgi membrane localization","No","1","N/A","Ortholog(s) have role in Golgi vesicle transport and Golgi membrane localization"
"Afu1g14250","Afu1g14250-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:3,805,586..3,808,256(-)","Ortholog(s) have voltage-gated potassium channel activity, role in cellular potassium ion homeostasis, potassium ion transport and plasma membrane localization","No","1","N/A","Ortholog(s) have voltage-gated potassium channel activity, role in cellular potassium ion homeostasis, potassium ion transport and plasma membrane localization"
