"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"NCU01489","Neurospora crassa OR74A","CM002237:3,299,470..3,301,459(-)","histidine phosphotransferase-1, variant 1, histidine phosphotransferase-1, histidine phosphotransferase-1, variant 2","No","3","hpt-1"
"NCU01490","Neurospora crassa OR74A","CM002237:3,297,631..3,299,466(-)","hypothetical protein","No","1","N/A"
"NCU01491","Neurospora crassa OR74A","CM002237:3,293,282..3,297,039(-)","hypothetical protein","No","1","N/A"
"NCU01493","Neurospora crassa OR74A","CM002237:3,290,116..3,292,237(-)","hypothetical protein","No","1","N/A"
"NCU01494","Neurospora crassa OR74A","CM002237:3,285,488..3,288,363(+)","MFS sugar transporter","No","1","sut-3"
"NCU01495","Neurospora crassa OR74A","CM002237:3,281,841..3,284,759(+)","hypothetical protein","No","1","N/A"
"NCU01496","Neurospora crassa OR74A","CM002237:3,277,456..3,280,490(+)","siRNA to chromatin","No","2","stc1"
"NCU01498","Neurospora crassa OR74A","CM002237:3,264,427..3,269,512(-)","serine/threonine-protein kinase MAK","No","1","prk-8"
"NCU01499","Neurospora crassa OR74A","CM002237:3,259,232..3,263,375(-)","hypothetical protein","No","1","N/A"
"NCU01500","Neurospora crassa OR74A","CM002237:3,257,706..3,259,379(+)","nicotinic acid-10","No","2","nic-10"
"NCU01501","Neurospora crassa OR74A","CM002237:3,256,117..3,257,492(-)","mitochondrial peptidyl-tRNA hydrolase Pth2","No","1","N/A"
"NCU01502","Neurospora crassa OR74A","CM002237:3,254,131..3,256,200(+)","small nucleolar ribonucleoprotein complex subunit","No","1","N/A"
"NCU01503","Neurospora crassa OR74A","CM002237:3,250,813..3,253,964(-)","rRNA maturation-8","No","1","rrm-8"
"NCU01504","Neurospora crassa OR74A","CM002237:3,243,754..3,245,613(-)","calcineurin binding protein","No","1","N/A"
"NCU01505","Neurospora crassa OR74A","CM002237:3,241,959..3,243,540(+)","hypothetical protein","No","1","N/A"
"NCU01506","Neurospora crassa OR74A","CM002237:3,239,642..3,241,009(-)","hypothetical protein","No","1","rrg9"
"NCU01509","Neurospora crassa OR74A","CM002237:3,233,926..3,237,493(-)","hypothetical protein","No","1","N/A"
"NCU01510","Neurospora crassa OR74A","CM002237:3,227,828..3,233,310(-)","meiotically up-regulated-3","No","1","mup-3"
"NCU01511","Neurospora crassa OR74A","CM002237:3,226,158..3,227,772(-)","urease accessory protein UreG","No","1","ure-3"
"NCU01512","Neurospora crassa OR74A","CM002237:3,224,383..3,226,620(+)","phenylalanyl-tRNA synthetase","No","1","N/A"
"NCU01514","Neurospora crassa OR74A","CM002237:3,221,922..3,224,154(-)","mitochondrial dicarboxylate carrier","No","1","mic-3"
"NCU01515","Neurospora crassa OR74A","CM002237:3,219,812..3,221,940(+)","DNA-directed RNA polymerase II polypeptide","No","1","rpo-8"
"NCU01516","Neurospora crassa OR74A","CM002237:3,217,822..3,219,397(-)","mitochondrial co-chaperone GrpE","No","1","grpe"
"NCU01517","Neurospora crassa OR74A","CM002237:3,214,128..3,217,500(+)","Glucoamylase","No","1","gla-1"
"NCU01519","Neurospora crassa OR74A","CM002237:3,211,345..3,211,688(-)","hypothetical protein","No","1","N/A"
"NCU01520","Neurospora crassa OR74A","CM002237:3,206,432..3,207,264(-)","hypothetical protein","No","1","N/A"
"NCU01521","Neurospora crassa OR74A","CM002237:3,204,395..3,205,712(-)","ThiJ/PfpI family protein","No","1","N/A"
"NCU01522","Neurospora crassa OR74A","CM002237:3,199,247..3,204,527(+)","chromodomain protein-3","No","1","cdp-3"
"NCU01523","Neurospora crassa OR74A","CM002237:3,195,789..3,197,744(-)","guanine triphosphate binding-11","No","1","gtp-11"
"NCU01524","Neurospora crassa OR74A","CM002237:3,193,424..3,195,243(-)","ribosome biogenesis-50","No","1","rbg-50"
"NCU01525","Neurospora crassa OR74A","CM002237:3,188,786..3,192,710(-)","histone deacetylase HDA1","No","1","hda-1"
"NCU01526","Neurospora crassa OR74A","CM002237:3,188,073..3,189,573(+)","hypothetical protein","No","1","N/A"
"NCU01527","Neurospora crassa OR74A","CM002237:3,183,973..3,188,203(-)","Septal pore-associated protein, putative","No","1","N/A"
"NCU01528","Neurospora crassa OR74A","CM002237:3,180,104..3,182,245(+)","glyceraldehyde 3-phosphate-dehydrogenase","No","1","gpd-1"
"NCU01529","Neurospora crassa OR74A","CM002237:3,178,073..3,178,518(+)","hypothetical protein","No","1","N/A"
"NCU01530","Neurospora crassa OR74A","CM002237:3,176,118..3,176,801(+)","hypothetical protein","No","1","N/A"
"NCU01531","Neurospora crassa OR74A","CM002237:3,171,146..3,174,247(+)","hypothetical protein","No","1","N/A"
"NCU01532","Neurospora crassa OR74A","CM002237:3,168,330..3,170,610(+)","hypothetical protein","No","1","N/A"
"NCU01534","Neurospora crassa OR74A","CM002237:3,159,768..3,162,945(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU01535","Neurospora crassa OR74A","CM002237:3,157,052..3,159,112(-)","PEX33","No","1","pex33"
"NCU01536","Neurospora crassa OR74A","CM002237:3,155,964..3,156,568(-)","hypothetical protein","No","1","N/A"
"NCU01539","Neurospora crassa OR74A","CM002237:3,147,265..3,151,235(+)","vacuolar morphogenesis protein AvaB","No","1","ap3-4"
"NCU01540","Neurospora crassa OR74A","CM002237:3,141,865..3,145,950(-)","SPX domain-containing protein","No","1","pho-6"
"NCU01541","Neurospora crassa OR74A","CM002237:3,141,482..3,142,493(+)","hypothetical protein","No","1","N/A"
"NCU01542","Neurospora crassa OR74A","CM002237:3,136,103..3,140,862(-)","hypothetical protein","No","1","N/A"
"NCU01543","Neurospora crassa OR74A","CM002237:3,127,769..3,133,622(-)","PTAB","No","1","ff-1"
"NCU01545","Neurospora crassa OR74A","CM002237:3,124,675..3,126,054(+)","autophagy protein 8","No","1","atg-8"
"NCU01546","Neurospora crassa OR74A","CM002237:3,121,499..3,123,486(-)","porphyrin-5","No","1","ppy-5"
"NCU01547","Neurospora crassa OR74A","CM002237:3,118,042..3,119,873(+)","26S proteasome regulatory subunit rpn-8","No","1","rpn-8"
"NCU01548","Neurospora crassa OR74A","CM002237:3,116,758..3,117,656(-)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU01549","Neurospora crassa OR74A","CM002237:3,111,536..3,116,090(-)","hypothetical protein","No","1","N/A"
"NCU01550","Neurospora crassa OR74A","CM002237:3,109,506..3,111,625(+)","adenylate kinase cytosolic","No","1","adk-1"
"NCU01551","Neurospora crassa OR74A","CM002237:3,107,181..3,108,510(+)","hypothetical protein","No","1","N/A"
"NCU01552","Neurospora crassa OR74A","CM002237:3,104,698..3,107,067(-)","ribosomal protein S28, variant 1, ribosomal protein S28","No","2","crp-28"
"NCU01553","Neurospora crassa OR74A","CM002237:3,104,082..3,105,942(+)","para-hydroxybenzoate-polyprenyltransferase Coq2","No","1","coq-2"
"NCU01554","Neurospora crassa OR74A","CM002237:3,098,688..3,103,787(-)","JmjC domain-containing protein","No","1","dmm-1"
"NCU01555","Neurospora crassa OR74A","CM002237:3,097,439..3,098,667(+)","hypothetical protein","No","1","N/A"
"NCU01559","Neurospora crassa OR74A","CM002237:3,086,303..3,087,702(-)","hypothetical protein","No","1","N/A"
"NCU01560","Neurospora crassa OR74A","CM002237:3,085,087..3,086,503(-)","hypothetical protein","No","1","N/A"
"NCU01561","Neurospora crassa OR74A","CM002237:3,081,156..3,083,396(-)","hypothetical protein","No","1","N/A"
"NCU01562","Neurospora crassa OR74A","CM002237:3,079,221..3,080,410(-)","2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase","No","1","N/A"
"NCU01563","Neurospora crassa OR74A","CM002237:3,077,065..3,079,201(+)","RNA polymerase-30","No","2","rpo-30"
"NCU01564","Neurospora crassa OR74A","CM002237:3,072,629..3,076,914(-)","calcium dependent mitochondrial carrier protein","No","1","mic-4"
"NCU01565","Neurospora crassa OR74A","CM002237:3,068,629..3,072,190(-)","hypothetical protein","No","1","N/A"
"NCU01566","Neurospora crassa OR74A","CM002237:3,066,927..3,068,568(+)","hypothetical protein","No","1","N/A"
"NCU01567","Neurospora crassa OR74A","CM002237:3,062,524..3,064,442(-)","hypothetical protein","No","1","N/A"
"NCU01568","Neurospora crassa OR74A","CM002237:3,060,291..3,062,031(-)","hypothetical protein","No","1","mic-5"
"NCU01569","Neurospora crassa OR74A","CM002237:3,056,091..3,060,460(+)","WD repeat containing protein 48","No","1","N/A"
"NCU01570","Neurospora crassa OR74A","CM002237:3,052,853..3,055,261(-)","hypothetical protein","No","1","N/A"
"NCU01571","Neurospora crassa OR74A","CM002237:3,050,673..3,052,306(+)","hypothetical protein","No","1","N/A"
"NCU01572","Neurospora crassa OR74A","CM002237:3,046,251..3,049,342(-)","WD domain-containing protein","No","1","N/A"
"NCU01573","Neurospora crassa OR74A","CM002237:3,044,747..3,046,162(+)","hypothetical protein","No","1","N/A"
"NCU01575","Neurospora crassa OR74A","CM002237:3,038,373..3,040,781(+)","snare complex-6","No","1","sna-6"
"NCU01577","Neurospora crassa OR74A","CM002237:3,036,385..3,038,166(-)","hypothetical protein","No","1","N/A"
"NCU01579","Neurospora crassa OR74A","CM002237:3,034,928..3,035,918(-)","hypothetical protein","No","1","N/A"
"NCU01580","Neurospora crassa OR74A","CM002237:3,030,474..3,032,493(-)","transcription factor-14","No","1","tcf-14"
"NCU01581","Neurospora crassa OR74A","CM002237:3,027,929..3,030,644(+)","hypothetical protein","No","1","N/A"
"NCU01584","Neurospora crassa OR74A","CM002237:3,021,363..3,026,505(-)","hypothetical protein","No","1","N/A"
"NCU01585","Neurospora crassa OR74A","CM002237:3,019,577..3,021,077(-)","hypothetical protein","No","1","N/A"
"NCU01587","Neurospora crassa OR74A","CM002237:3,016,730..3,019,011(+)","cofilin, variant 1, Cofilin","No","2","N/A"
"NCU01589","Neurospora crassa OR74A","CM002237:3,012,906..3,015,387(+)","heat shock protein 60","No","1","hsp60"
"NCU01591","Neurospora crassa OR74A","CM002237:3,008,572..3,010,466(+)","hypothetical protein","No","1","sad-4"
"NCU01592","Neurospora crassa OR74A","CM002237:3,005,855..3,007,117(+)","hypothetical protein","No","1","N/A"
"NCU01593","Neurospora crassa OR74A","CM002237:3,002,795..3,004,549(-)","hypothetical protein","No","1","N/A"
"NCU01595","Neurospora crassa OR74A","CM002237:2,999,267..3,001,255(+)","rRNA maturation-11","No","1","rrm-11"
"NCU01596","Neurospora crassa OR74A","CM002237:2,997,035..2,999,005(-)","26S proteasome non-ATPase regulatory subunit 11","No","1","rpn-6"
"NCU01597","Neurospora crassa OR74A","CM002237:2,988,136..2,996,985(+)","hypothetical protein","No","1","N/A"
"NCU01598","Neurospora crassa OR74A","CM002237:2,986,127..2,987,867(-)","Methyltransferase","No","1","N/A"
"NCU01599","Neurospora crassa OR74A","CM002237:2,983,076..2,985,994(+)","hypothetical protein","No","1","N/A"
"NCU01601","Neurospora crassa OR74A","CM002237:2,981,484..2,982,817(-)","hypothetical protein","No","1","snr-1"
"NCU01605","Neurospora crassa OR74A","CM002237:2,978,149..2,979,759(-)","protein kinase regulator","No","1","mob-1"
"NCU01606","Neurospora crassa OR74A","CM002237:2,975,929..2,977,917(-)","ATP synthase subunit 5","No","1","atp-4"
"NCU01607","Neurospora crassa OR74A","CM002237:2,973,264..2,975,898(+)","hypothetical protein","No","1","N/A"
"NCU01608","Neurospora crassa OR74A","CM002237:2,969,604..2,971,561(-)","hypothetical protein","No","1","N/A"
"NCU01610","Neurospora crassa OR74A","CM002237:2,965,837..2,966,499(-)","hypothetical protein","No","1","N/A"
"NCU01611","Neurospora crassa OR74A","CM002237:2,961,574..2,965,753(-)","carnitine-1","No","1","car-1"
"NCU01612","Neurospora crassa OR74A","CM002237:2,958,192..2,961,293(+)","pre-mRNA splicing factor ATP-dependent RNA helicase PRP43","No","1","msp-11"
"NCU01613","Neurospora crassa OR74A","CM002237:2,954,621..2,957,700(-)","Protein arginine N-methyltransferase HSL7, protein arginine N-methyltransferase HSL7, variant 1","No","2","skb-1"
"NCU01614","Neurospora crassa OR74A","CM002237:2,952,972..2,954,651(+)","small nuclear ribonucleoprotein-22","No","1","snr-22"
"NCU01615","Neurospora crassa OR74A","CM002237:2,949,196..2,952,604(+)","hypothetical protein","No","1","N/A"
"NCU01620","Neurospora crassa OR74A","CM002237:2,943,014..2,944,108(+)","hypothetical protein","No","1","N/A"
"NCU01623","Neurospora crassa OR74A","CM002237:2,937,668..2,940,423(-)","hypothetical protein","No","1","N/A"
"NCU01625","Neurospora crassa OR74A","CM002237:2,933,604..2,936,878(+)","DNA repair helicase RAD3","No","1","dnr-10"
"NCU01629","Neurospora crassa OR74A","CM002237:2,924,324..2,926,753(+)","hypothetical protein","No","1","N/A"
"NCU01631","Neurospora crassa OR74A","CM002237:2,921,975..2,923,098(-)","hypothetical protein","No","1","N/A"
"NCU01632","Neurospora crassa OR74A","CM002237:2,892,405..2,897,679(+)","Pentafunctional arom polypeptide","No","1","aro-1"
"NCU01633","Neurospora crassa OR74A","CM002237:2,887,726..2,890,393(+)","sugar transporter-5","No","1","sut-5"
"NCU01634","Neurospora crassa OR74A","CM002237:2,877,350..2,878,740(+)","Histone H4","No","1","hH4-1"
"NCU01635","Neurospora crassa OR74A","CM002237:2,874,241..2,875,647(-)","Histone H3","No","1","hH3"
"NCU01636","Neurospora crassa OR74A","CM002237:2,872,773..2,874,072(+)","2-hydroxychromene-2-carboxylate isomerase","No","1","N/A"
"NCU01637","Neurospora crassa OR74A","CM002237:2,870,526..2,872,765(+)","U4/U6 small nuclear ribonucleoprotein","No","1","msp-12"
"NCU01638","Neurospora crassa OR74A","CM002237:2,864,458..2,870,350(-)","DNA-directed RNA polymerase I subunit RPA1","No","1","rpo-16"
"NCU01640","Neurospora crassa OR74A","CM002237:2,859,550..2,861,694(+)","C2H2 transcription factor","No","1","rpn-4"
"NCU01642","Neurospora crassa OR74A","CM002237:2,837,042..2,846,461(+)","hypothetical protein","No","1","N/A"
"NCU01643","Neurospora crassa OR74A","CM002237:2,831,269..2,835,334(+)","5'-3' exoribonuclease 2","No","1","exr-1"
"NCU01644","Neurospora crassa OR74A","CM002237:2,826,560..2,830,695(-)","intracellular protein transporter UsoA","No","1","N/A"
"NCU01645","Neurospora crassa OR74A","CM002237:2,824,590..2,827,029(+)","hypothetical protein","No","1","N/A"
"NCU01646","Neurospora crassa OR74A","CM002237:2,820,783..2,824,240(+)","hypothetical protein","No","1","N/A"
"NCU01647","Neurospora crassa OR74A","CM002237:2,817,743..2,819,894(-)","guanine triphosphate binding-12","No","1","gtp-12"
"NCU01648","Neurospora crassa OR74A","CM002237:2,814,399..2,819,758(+)","dolichyl-phosphate-mannose-protein mannosyltransferase 2","No","1","gt39-2"
"NCU01649","Neurospora crassa OR74A","CM002237:2,812,326..2,814,018(+)","hypothetical protein","No","1","N/A"
"NCU01650","Neurospora crassa OR74A","CM002237:2,810,522..2,811,566(+)","hypothetical protein","No","1","mrp-45"
"NCU01651","Neurospora crassa OR74A","CM002237:2,807,412..2,810,215(-)","hypothetical protein","No","1","N/A"
"NCU01652","Neurospora crassa OR74A","CM002237:2,805,111..2,807,226(+)","methionine-21","No","1","met-21"
"NCU01653","Neurospora crassa OR74A","CM002237:2,803,210..2,803,890(+)","hypothetical protein","No","1","N/A"
"NCU01654","Neurospora crassa OR74A","CM002237:2,797,974..2,801,265(-)","long-chain-fatty-acid-CoA ligase 1","No","1","fam-7"
"NCU01655","Neurospora crassa OR74A","CM002237:2,796,485..2,797,757(-)","hypothetical protein","No","1","N/A"
"NCU01656","Neurospora crassa OR74A","CM002237:2,791,337..2,795,556(-)","defective in DNA methylation-9 protein","No","1","dim-9"
"NCU01657","Neurospora crassa OR74A","CM002237:2,789,457..2,790,935(-)","cytochrome-c oxidase assembly protein","No","1","cox-14"
"NCU01658","Neurospora crassa OR74A","CM002237:2,784,092..2,788,975(-)","WD repeat protein","No","1","N/A"
"NCU01659","Neurospora crassa OR74A","CM002237:2,774,663..2,780,701(+)","dDENN domain-containing protein, dDENN domain-containing protein, variant 1, dDENN domain-containing protein, variant 2","No","3","N/A"
"NCU01660","Neurospora crassa OR74A","CM002237:2,770,305..2,771,885(-)","hypothetical protein","No","1","N/A"
"NCU01664","Neurospora crassa OR74A","CM002237:2,766,838..2,768,625(+)","DUF974 domain-containing protein","No","1","N/A"
"NCU01665","Neurospora crassa OR74A","CM002237:2,763,390..2,766,543(+)","KH domain-containing protein, KH domain-containing protein, variant 1","No","2","N/A"
"NCU01666","Neurospora crassa OR74A","CM002237:2,760,963..2,762,745(-)","acetolactate synthase small subunit","No","1","ilv-4"
"NCU01667","Neurospora crassa OR74A","CM002237:2,759,149..2,761,168(+)","Ornithine carbamoyltransferase","No","1","arg-12"
"NCU01668","Neurospora crassa OR74A","CM002237:2,754,560..2,758,350(-)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU01669","Neurospora crassa OR74A","CM002237:2,752,228..2,754,392(-)","protein arginine methyltransferase RmtB","No","1","prm-3"
"NCU01670","Neurospora crassa OR74A","CM002237:2,750,615..2,752,349(+)","type 1 phosphatase regulator ypi-1","No","1","ypi-1"
"NCU01672","Neurospora crassa OR74A","CM002237:2,745,996..2,748,761(-)","DUF726 domain-containing protein","No","1","N/A"
"NCU01673","Neurospora crassa OR74A","CM002237:2,744,775..2,746,503(+)","hypothetical protein","No","1","N/A"
"NCU01674","Neurospora crassa OR74A","CM002237:2,742,516..2,744,335(-)","alpha-soluble NSF attachment protein","No","1","sec17"
"NCU01675","Neurospora crassa OR74A","CM002237:2,738,185..2,742,430(-)","ribosomal RNA-processing protein 12","No","1","rrm-12"
"NCU01678","Neurospora crassa OR74A","CM002237:2,733,413..2,736,971(-)","amine oxidase, variant 2, Amine oxidase, amine oxidase, variant 1","No","3","N/A"
"NCU01679","Neurospora crassa OR74A","CM002237:2,730,005..2,733,424(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein","No","3","N/A"
"NCU01680","Neurospora crassa OR74A","CM002237:2,725,887..2,729,848(+)","Plasma membrane ATPase","No","1","pma-1"
"NCU01681","Neurospora crassa OR74A","CM002237:2,725,590..2,725,901(-)","hypothetical protein","No","1","N/A"
"NCU01684","Neurospora crassa OR74A","CM002237:2,720,795..2,721,929(-)","hypothetical protein","No","1","N/A"
"NCU01686","Neurospora crassa OR74A","CM002237:2,719,088..2,719,492(+)","hypothetical protein","No","1","N/A"
"NCU01688","Neurospora crassa OR74A","CM002237:2,710,999..2,711,762(-)","hypothetical protein","No","1","N/A"
"NCU01689","Neurospora crassa OR74A","CM002237:2,708,181..2,710,811(+)","mitochondrial DNA replication protein YHM2, mitochondrial DNA replication protein YHM2, variant 1","No","2","mic-6"
"NCU01692","Neurospora crassa OR74A","CM002237:2,704,177..2,706,814(+)","mitochondrial citrate synthase","No","1","cit-1"
"NCU01695","Neurospora crassa OR74A","CM002237:2,699,057..2,703,155(-)","RNA binding protein Nrd1","No","1","N/A"
"NCU01696","Neurospora crassa OR74A","CM002237:2,695,054..2,699,041(+)","mRNA cleavage factor complex component Pcf11","No","1","paa-2"
