Short	protein_id	contig	start	end	member	family	contig_len	dist_end	idx	n_on_contig	bin	hrmA_models	species	pf11001_same_protein	left_telo	right_telo	near_left	nearest_end_telo	genes_to_end	label
B3359	CD2AA35_004656-T1	scaffold_36	133449	133817	B3359|CD2AA35_004656-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	219677	85860	49	70	singleton	HrmA	Cp	False	0	0	False	0	20	F03
B3359	CD2AA35_006685-T1	scaffold_75	64111	64374	B3359|CD2AA35_006685-T1	TX11|CEC36E2_008626-T1	121918	57544	1	12	singleton	HrmA	Cp	False	0	0	False	0	1	F11
B3368	CDD87E0_000920-T1	scaffold_4	690078	690446	B3368|CDD87E0_000920-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	780680	90234	169	192	singleton	HrmA	Cp	False	0	0	False	0	22	F03
B3368	CDD87E0_007034-T1	scaffold_76	109698	110072	B3368|CDD87E0_007034-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	141062	30990	32	43	singleton	HrmA	Cp	False	0	0	False	0	10	F02
B3374	CBF548A_002338-T1	scaffold_14	333991	334359	B3374|CBF548A_002338-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	409176	74817	127	148	singleton	HrmA	Cp	False	0	0	False	0	20	F03
B3374	CBF548A_008472-T1	scaffold_160	12704	13030	B3374|CBF548A_008472-T1	B3353|C210CF2_008619-T1	14319	1289	0	1	singleton	HrmA	Cp	False	0	0	False	0	0	F17
B3374	CBF548A_005970-T1	scaffold_55	95923	96297	B3374|CBF548A_005970-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	189153	92856	32	67	singleton	HrmA	Cp	False	0	0	False	0	32	F02
B3374	CBF548A_006882-T1	scaffold_73	108398	108751	B3374|CBF548A_006882-T1	5SD|CCCC1E1_001005-T1	132092	23341	5	13	core	HrmA	Cp	False	0	0	False	0	5	F05
B3375	C769598_003432-T1	scaffold_16	317064	317432	B3375|C769598_003432-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	539264	221832	121	192	singleton	HrmA	Cp	False	0	0	False	0	70	F03
B3375	C769598_000734-T1	scaffold_3	88193	88567	B3375|C769598_000734-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	902469	88192	32	316	singleton	HrmA	Cp	False	0	0	True	0	32	F02
B3382	C074AB1_007835-T1	scaffold_110	15689	16063	B3382|C074AB1_007835-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	67299	15688	6	24	singleton	HrmA	Cp	False	0	0	True	0	6	F02
B3382	C074AB1_002928-T1	scaffold_18	317265	317633	B3382|C074AB1_002928-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	373461	55828	118	134	singleton	HrmA	Cp	False	0	0	False	0	15	F03
B3391	CB47B09_002801-T1	scaffold_13	256574	257642	B3391|CB47B09_002801-T1	B3489|CCD713F_001533-T1	466579	208937	103	177	singleton	HrmA	Cp	False	0	0	False	0	73	F23
B3391	CB47B09_007115-T1	scaffold_66	39367	39741	B3391|CB47B09_007115-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	128040	39366	14	47	singleton	HrmA	Cp	False	0	0	True	0	14	F02
B3395	C2387B0_004580-T1	scaffold_31	170433	170801	B3395|C2387B0_004580-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	281953	111152	62	84	singleton	HrmA	Cp	False	0	0	False	0	21	F03
B3395	C2387B0_005182-T1	scaffold_39	200343	200717	B3395|C2387B0_005182-T1	730332_Guatemala|C45F23D_004938-T1	240022	39305	16	17	singleton	HrmA	Cp	False	0	0	False	0	0	F14
B3395	C2387B0_005280-T1	scaffold_41	108717	109091	B3395|C2387B0_005280-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	229515	108716	36	83	singleton	HrmA	Cp	False	0	0	True	0	36	F02
B3398	C1EFAD8_002530-T1	scaffold_13	299316	299690	B3398|C1EFAD8_002530-T1	5SD|CCCC1E1_000093-T1	461901	162211	101	121	cloud	HrmA	Cp	False	0	0	False	0	19	F09
B3398	C1EFAD8_006434-T1	scaffold_61	38235	38609	B3398|C1EFAD8_006434-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	142450	38234	11	45	singleton	HrmA	Cp	False	0	0	True	0	11	F02
B3398	C1EFAD8_006849-T1	scaffold_70	73427	73795	B3398|C1EFAD8_006849-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	125501	51706	20	32	singleton	HrmA	Cp	False	0	0	False	0	11	F03
B3398	C1EFAD8_007033-T1	scaffold_75	47817	48080	B3398|C1EFAD8_007033-T1	TX11|CEC36E2_008626-T1	120511	47816	6	8	singleton	HrmA	Cp	False	0	0	True	0	1	F11
B3409	C7AB0B6_000698-T1	scaffold_3	568345	568713	B3409|C7AB0B6_000698-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	583868	15155	205	206	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B3409	C7AB0B6_004535-T1	scaffold_35	67208	67471	B3409|C7AB0B6_004535-T1	TX11|CEC36E2_008626-T1	232453	67207	2	14	singleton	HrmA	Cp	False	0	0	True	0	2	F11
B3409	C7AB0B6_006433-T1	scaffold_72	39074	39448	B3409|C7AB0B6_006433-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	127597	39073	12	45	singleton	HrmA	Cp	False	0	0	True	0	12	F02
B3411	CBD318B_000210-T1	scaffold_1	571430	571804	B3411|CBD318B_000210-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1106056	534252	209	396	singleton	HrmA	Cp	False	0	0	False	0	186	F02
B3411	CBD318B_000545-T1	scaffold_2	414928	415296	B3411|CBD318B_000545-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	920648	414927	144	305	singleton	HrmA	Cp	False	0	0	True	0	144	F03
B3411	CBD318B_003799-T1	scaffold_22	20852	21211	B3411|CBD318B_003799-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	338065	20851	1	98	singleton	HrmA	Cp	False	0	0	True	0	1	F10
B3413	C774DC9_003741-T1	scaffold_17	122720	123088	B3413|C774DC9_003741-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	446230	122719	15	136	singleton	HrmA	Cp	False	0	0	True	0	15	F03
B3413	C774DC9_002037-T1	scaffold_8	135077	135451	B3413|C774DC9_002037-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	767584	135076	39	220	singleton	HrmA	Cp	False	0	0	True	0	39	F02
B3417	C574D2D_002233-T1	scaffold_10	285518	285886	B3417|C574D2D_002233-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	525038	239152	102	184	singleton	HrmA	Cp	False	0	0	False	0	81	F03
B3417	C574D2D_005626-T1	scaffold_37	38515	39008	B3417|C574D2D_005626-T1	B3417|C574D2D_005626-T1	252651	38514	0	27	singleton	HrmA	Cp	False	0	0	True	0	0	F21
B3417	C574D2D_005722-T1	scaffold_38	196544	196918	B3417|C574D2D_005722-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	234887	37969	69	84	singleton	HrmA	Cp	False	0	0	False	0	14	F02
B3417	C574D2D_001898-T1	scaffold_8	407944	408318	B3417|C574D2D_001898-T1	5SD|CCCC1E1_000093-T1	632155	223837	151	189	cloud	HrmA	Cp	False	0	0	False	0	37	F09
B3420	C3D0FEC_005398-T1	scaffold_42	109178	109546	B3420|C3D0FEC_005398-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	219692	109177	23	44	singleton	HrmA	Cp	False	0	0	True	0	20	F03
B3420	C3D0FEC_007388-T1	scaffold_80	87557	87931	B3420|C3D0FEC_007388-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	127017	39086	30	44	singleton	HrmA	Cp	False	0	0	False	0	13	F02
B3439	C251D21_005158-T1	scaffold_38	237492	237866	B3439|C251D21_005158-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	244841	6975	78	81	singleton	HrmA	Cp	False	0	0	False	0	2	F02
B3439	C251D21_002001-T1	scaffold_9	517263	517631	B3439|C251D21_002001-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	528055	10424	175	176	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B3440	C2CD592_002100-T1	scaffold_14	320248	320616	B3440|C2CD592_002100-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	353077	32461	116	117	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B3440	C2CD592_002699-T1	scaffold_20	176248	176511	B3440|C2CD592_002699-T1	TX11|CEC36E2_008626-T1	310571	134060	16	55	singleton	HrmA	Cp	False	0	0	False	0	16	F11
B3440	C2CD592_005175-T1	scaffold_57	129427	129801	B3440|C2CD592_005175-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	145514	15713	45	53	singleton	HrmA	Cp	False	0	0	False	0	7	F02
B3453	C55B50A_008083-T1	scaffold_102	28643	29017	B3453|C55B50A_008083-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	69250	28642	9	23	singleton	HrmA	Cp	False	0	0	True	0	9	F02
B3453	C55B50A_005608-T1	scaffold_39	201067	201426	B3453|C55B50A_005608-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	246778	45352	30	32	singleton	HrmA	Cp	False	0	0	False	0	1	F10
B3453	C55B50A_007761-T1	scaffold_87	89428	89796	B3453|C55B50A_007761-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	94828	5032	32	33	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B3457	C4D20AE_002760-T1	scaffold_21	10193	10561	B3457|C4D20AE_002760-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	341405	10192	2	118	singleton	HrmA	Cp	False	0	0	True	0	2	F03
B3457	C4D20AE_006362-T1	scaffold_77	53105	53368	B3457|C4D20AE_006362-T1	TX11|CEC36E2_008626-T1	117468	53104	10	12	singleton	HrmA	Cp	False	0	0	True	0	1	F11
B3457	C4D20AE_006375-T1	scaffold_78	27182	27556	B3457|C4D20AE_006375-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	115940	27181	11	44	singleton	HrmA	Cp	False	0	0	True	0	11	F02
B3476	CE9CA74_002655-T1	scaffold_11	212596	213113	B3476|CE9CA74_002655-T1	GT-126|C8C79ED_001931-T1	562839	212595	78	212	core	HrmA	Ci	False	0	0	True	0	78	F04
B3476	CE9CA74_008314-T1	scaffold_116	17050	17403	B3476|CE9CA74_008314-T1	5SD|CCCC1E1_001005-T1	41769	17049	5	12	core	HrmA	Ci	False	0	0	True	0	5	F05
B3476	CE9CA74_008353-T1	scaffold_123	11988	13004	B3476|CE9CA74_008353-T1	GT-126|C8C79ED_008251-T1	33576	11987	0	2	shell	HrmA	Ci	False	0	0	True	0	0	F12
B3476	CE9CA74_004351-T1	scaffold_22	281481	281845	B3476|CE9CA74_004351-T1	B15146|CF83403_004486-T1	316718	34873	98	110	cloud	HrmA	Ci	False	0	0	False	0	11	F19
B3476	CE9CA74_006602-T1	scaffold_50	112760	113134	B3476|CE9CA74_006602-T1	730332_Guatemala|C45F23D_004938-T1	183766	70632	35	43	singleton	HrmA	Ci	False	0	0	False	0	7	F14
B3476	CE9CA74_006892-T1	scaffold_55	88336	88725	B3476|CE9CA74_006892-T1	5SD|CCCC1E1_000191-T1	170195	81470	34	64	core	HrmA	Ci	False	0	0	False	0	29	F07
B3482	C59F6A8_006901-T1	scaffold_142	1207	1581	B3482|C59F6A8_006901-T1	5SD|CCCC1E1_000093-T1	67573	1206	0	19	cloud	HrmA	Cp	False	0	0	True	0	0	F09
B3482	C59F6A8_001522-T1	scaffold_15	49176	49550	B3482|C59F6A8_001522-T1	730332_Guatemala|C45F23D_004938-T1	243310	49175	0	19	singleton	HrmA	Cp	False	0	0	True	0	0	F14
B3482	C59F6A8_002299-T1	scaffold_25	60705	61073	B3482|C59F6A8_002299-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	210889	60704	17	67	singleton	HrmA	Cp	False	0	0	True	0	17	F03
B3482	C59F6A8_005361-T1	scaffold_85	30997	31371	B3482|C59F6A8_005361-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	119651	30996	11	44	singleton	HrmA	Cp	False	0	0	True	0	11	F02
B3489	CCD713F_001533-T1	scaffold_11	60704	61772	B3489|CCD713F_001533-T1	B3489|CCD713F_001533-T1	399309	60703	18	143	singleton	HrmA	Cp	False	0	0	True	0	18	F23
B3489	CCD713F_007727-T1	scaffold_133	12666	13025	B3489|CCD713F_007727-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	58877	12665	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
B3489	CCD713F_002827-T1	scaffold_22	232626	233000	B3489|CCD713F_002827-T1	5SD|CCCC1E1_000093-T1	319953	86953	80	100	cloud	HrmA	Cp	False	0	0	False	0	19	F09
B3489	CCD713F_006316-T1	scaffold_77	30980	31354	B3489|CCD713F_006316-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	119740	30979	10	43	singleton	HrmA	Cp	False	0	0	True	0	10	F02
B3491	C53B4A4_001724-T1	scaffold_10	376644	377018	B3491|C53B4A4_001724-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	416140	39122	130	143	singleton	HrmA	Cp	False	0	0	False	0	12	F02
B3491	C53B4A4_002130-T1	scaffold_14	138224	138598	B3491|C53B4A4_002130-T1	5SD|CCCC1E1_000093-T1	392541	138223	19	111	cloud	HrmA	Cp	False	0	0	True	0	19	F09
B3491	C53B4A4_002873-T1	scaffold_19	312793	313161	B3491|C53B4A4_002873-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	346898	33737	118	119	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B3491	C53B4A4_005163-T1	scaffold_43	77672	77935	B3491|C53B4A4_005163-T1	TX11|CEC36E2_008626-T1	233477	77671	2	15	singleton	HrmA	Cp	False	0	0	True	0	2	F11
B3492	C66B44B_007439-T1	scaffold_175	15683	16057	B3492|C66B44B_007439-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	47050	15682	6	17	singleton	HrmA	Cp	False	0	0	True	0	6	F02
B3492	C66B44B_007749-T1	scaffold_205	14372	14731	B3492|C66B44B_007749-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	36254	14371	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
B3492	C66B44B_007820-T1	scaffold_212	17844	18212	B3492|C66B44B_007820-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	33110	14898	7	8	singleton	HrmA	Cp	False	0	0	False	0	0	F03
B5773_Brazil	CD29945_003522-T1	scaffold_204	29237	29611	B5773_Brazil|CD29945_003522-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	36465	6854	6	10	singleton	HrmA	Cp	False	0	0	False	0	3	F02
B5773_Brazil	CD29945_001832-T1	scaffold_91	6736	7104	B5773_Brazil|CD29945_001832-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	54237	6735	0	17	singleton	HrmA	Cp	False	0	0	True	0	0	F03
BFF340	CF945FD_000040-T1	scaffold_1	105240	105614	BFF340|CF945FD_000040-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	867547	105239	39	331	singleton	HrmA	Cp	False	0	0	True	0	39	F02
BFF340	CF945FD_007411-T1	scaffold_90	55850	56218	BFF340|CF945FD_007411-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	103338	47120	16	28	singleton	HrmA	Cp	False	0	0	False	0	11	F03
Beeville	C6949CF_002795-T1	scaffold_181	28809	29183	Beeville|C6949CF_002795-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	36063	6880	6	9	singleton	HrmA	Cp	False	0	0	False	0	2	F02
Beeville	C6949CF_004151-T1	scaffold_322	6739	7107	Beeville|C6949CF_004151-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	25049	6738	0	8	singleton	HrmA	Cp	False	0	0	True	0	0	F03
C735-TKO	C3548B0_007350-T1	scaffold_150	15599	15973	C735-TKO|C3548B0_007350-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	55105	15598	6	19	singleton	HrmA	Cp	False	0	0	True	0	6	F02
C735-TKO	C3548B0_000826-T1	scaffold_6	339524	339892	C735-TKO|C3548B0_000826-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	419542	79650	114	137	singleton	HrmA	Cp	False	0	0	False	0	22	F03
CA1	CEE9A5C_002286-T1	scaffold_183	8359	8724	CA1|CEE9A5C_002286-T1	GT-146|CDEB87D_007880-T1	25982	8358	3	8	shell	HrmA	Ci	False	0	0	True	0	3	F08
CA1	CEE9A5C_002401-T1	scaffold_194	23205	23594	CA1|CEE9A5C_002401-T1	5SD|CCCC1E1_000191-T1	25347	1753	9	12	core	HrmA	Ci	False	0	0	False	0	2	F07
CA1	CEE9A5C_000412-T1	scaffold_22	34589	34942	CA1|CEE9A5C_000412-T1	5SD|CCCC1E1_001005-T1	47454	12512	11	18	core	HrmA	Ci	False	0	0	False	0	6	F05
CA1	CEE9A5C_000475-T1	scaffold_26	28798	29310	CA1|CEE9A5C_000475-T1	5SD|CCCC1E1_003562-T1	46137	16827	3	8	core	HrmA	Ci	False	0	0	False	0	3	F06
CA1	CEE9A5C_005776-T1	scaffold_825	4402	4932	CA1|CEE9A5C_005776-T1	GT-126|C8C79ED_001931-T1	10258	4401	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
CA14	CB9423C_002531-T1	scaffold_148	15430	15942	CA14|CB9423C_002531-T1	5SD|CCCC1E1_003562-T1	33678	15429	0	5	core	HrmA	Ci	False	0	0	True	0	0	F06
CA14	CB9423C_002870-T1	scaffold_177	16997	17350	CA14|CB9423C_002870-T1	5SD|CCCC1E1_001005-T1	31036	13686	5	14	core	HrmA	Ci	False	0	0	False	0	5	F05
CA14	CB9423C_004464-T1	scaffold_367	15003	15356	CA14|CB9423C_004464-T1	CA2|CD8B963_008506-T1	20944	5588	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F13
CA14	CB9423C_006088-T1	scaffold_658	8870	9400	CA14|CB9423C_006088-T1	GT-126|C8C79ED_001931-T1	13708	4308	0	2	core	HrmA	Ci	False	0	0	False	0	0	F04
CA14	CB9423C_006935-T1	scaffold_878	4183	4700	CA14|CB9423C_006935-T1	GT-126|C8C79ED_001931-T1	10078	4182	1	5	core	HrmA	Ci	False	0	0	True	0	1	F04
CA14	CB9423C_000241-T1	scaffold_9	59049	59438	CA14|CB9423C_000241-T1	5SD|CCCC1E1_000191-T1	70855	11417	22	29	core	HrmA	Ci	False	0	0	False	0	6	F07
CA15	CEB9A78_000318-T1	scaffold_1	949827	950344	CA15|CEB9A78_000318-T1	GT-126|C8C79ED_001931-T1	1064617	114273	314	365	core	HrmA	Ci	False	0	0	False	0	50	F04
CA15	CEB9A78_002607-T1	scaffold_12	386545	386898	CA15|CEB9A78_002607-T1	5SD|CCCC1E1_001005-T1	474125	87227	132	144	core	HrmA	Ci	False	0	0	False	0	11	F05
CA15	CEB9A78_008656-T1	scaffold_150	19069	19599	CA15|CEB9A78_008656-T1	GT-126|C8C79ED_001931-T1	28449	8850	1	2	core	HrmA	Ci	False	0	0	False	0	0	F04
CA15	CEB9A78_007003-T1	scaffold_65	13550	13915	CA15|CEB9A78_007003-T1	GT-146|CDEB87D_007880-T1	141351	13549	3	43	shell	HrmA	Ci	False	0	0	True	0	3	F08
CA15	CEB9A78_007055-T1	scaffold_66	57595	57984	CA15|CEB9A78_007055-T1	5SD|CCCC1E1_000191-T1	140262	57594	9	40	core	HrmA	Ci	False	0	0	True	0	9	F07
CA15	CEB9A78_007871-T1	scaffold_88	62750	63262	CA15|CEB9A78_007871-T1	5SD|CCCC1E1_003562-T1	92378	29116	14	22	core	HrmA	Ci	False	0	0	False	0	7	F06
CA17	C6A2BBC_001785-T1	scaffold_14	85713	86078	CA17|C6A2BBC_001785-T1	GT-146|CDEB87D_007880-T1	289129	85712	29	104	shell	HrmA	Ci	False	0	0	True	0	29	F08
CA17	C6A2BBC_008491-T1	scaffold_223	7709	8062	CA17|C6A2BBC_008491-T1	CA2|CD8B963_008506-T1	21902	7708	0	2	shell	HrmA	Ci	False	0	0	True	0	0	F13
CA17	C6A2BBC_002714-T1	scaffold_24	39391	39744	CA17|C6A2BBC_002714-T1	5SD|CCCC1E1_001005-T1	262003	39390	7	47	core	HrmA	Ci	False	0	0	True	0	7	F05
CA17	C6A2BBC_002996-T1	scaffold_29	69044	69556	CA17|C6A2BBC_002996-T1	5SD|CCCC1E1_003562-T1	243076	69043	11	62	core	HrmA	Ci	False	0	0	True	0	11	F06
CA17	C6A2BBC_003480-T1	scaffold_35	68356	68873	CA17|C6A2BBC_003480-T1	GT-126|C8C79ED_001931-T1	204373	68355	30	78	core	HrmA	Ci	False	0	0	True	0	30	F04
CA17	C6A2BBC_001090-T1	scaffold_8	70871	71260	CA17|C6A2BBC_001090-T1	5SD|CCCC1E1_000191-T1	347408	70870	24	131	core	HrmA	Ci	False	0	0	True	0	24	F07
CA17	C6A2BBC_006071-T1	scaffold_85	106407	106931	CA17|C6A2BBC_006071-T1	GT-126|C8C79ED_001931-T1	113487	6556	27	28	core	HrmA	Ci	False	0	0	False	0	0	F04
CA2	CD8B963_007625-T1	scaffold_118	6871	7236	CA2|CD8B963_007625-T1	GT-146|CDEB87D_007880-T1	66803	6870	2	25	shell	HrmA	Ci	False	0	0	True	0	2	F08
CA2	CD8B963_001842-T1	scaffold_12	253029	253418	CA2|CD8B963_001842-T1	5SD|CCCC1E1_000191-T1	334888	81470	94	125	core	HrmA	Ci	False	0	0	False	0	30	F07
CA2	CD8B963_007686-T1	scaffold_122	41854	42207	CA2|CD8B963_007686-T1	5SD|CCCC1E1_001005-T1	66068	23861	9	15	core	HrmA	Ci	False	0	0	False	0	5	F05
CA2	CD8B963_008506-T1	scaffold_238	5532	5885	CA2|CD8B963_008506-T1	CA2|CD8B963_008506-T1	17706	5531	0	2	shell	HrmA	Ci	False	0	0	True	0	0	F13
CA2	CD8B963_008582-T1	scaffold_271	4702	5064	CA2|CD8B963_008582-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	14440	4701	1	2	cloud	HrmA	Ci	False	0	0	True	0	0	F16
CA2	CD8B963_008590-T1	scaffold_278	4300	4830	CA2|CD8B963_008590-T1	GT-126|C8C79ED_001931-T1	13680	4299	1	2	core	HrmA	Ci	False	0	0	True	0	0	F04
CA2	CD8B963_008614-T1	scaffold_292	5462	5979	CA2|CD8B963_008614-T1	GT-126|C8C79ED_001931-T1	11939	5461	3	5	core	HrmA	Ci	False	0	0	True	0	1	F04
CA2	CD8B963_006117-T1	scaffold_73	23613	24125	CA2|CD8B963_006117-T1	5SD|CCCC1E1_003562-T1	132530	23612	6	40	core	HrmA	Ci	False	0	0	True	0	6	F06
CA20	CB5CE50_007667-T1	scaffold_1106	4020	4550	CA20|CB5CE50_007667-T1	GT-126|C8C79ED_001931-T1	6955	2405	1	2	core	HrmA	Ci	False	0	0	False	0	0	F04
CA20	CB5CE50_008224-T1	scaffold_1426	886	1398	CA20|CB5CE50_008224-T1	5SD|CCCC1E1_003562-T1	4381	885	0	2	core	HrmA	Ci	False	0	0	True	0	0	F06
CA20	CB5CE50_004209-T1	scaffold_306	6715	7068	CA20|CB5CE50_004209-T1	5SD|CCCC1E1_001005-T1	24400	6714	2	10	core	HrmA	Ci	False	0	0	True	0	2	F05
CA20	CB5CE50_000821-T1	scaffold_35	5386	5903	CA20|CB5CE50_000821-T1	GT-126|C8C79ED_001931-T1	55912	5385	3	23	core	HrmA	Ci	False	0	0	True	0	3	F04
CA20	CB5CE50_000186-T1	scaffold_6	11412	11801	CA20|CB5CE50_000186-T1	5SD|CCCC1E1_000191-T1	70844	11411	6	30	core	HrmA	Ci	False	0	0	True	0	6	F07
CA20	CB5CE50_001859-T1	scaffold_94	19554	19742	CA20|CB5CE50_001859-T1	B15142|CE5AC85_006064-T1	42042	19553	4	13	cloud	HrmA	Ci	False	0	0	True	0	4	F18
CA22	C23090C_007610-T1	scaffold_134	31893	32081	CA22|C23090C_007610-T1	B15142|CE5AC85_006064-T1	56817	24736	13	20	cloud	HrmA	Ci	False	0	0	False	0	6	F18
CA22	C23090C_007868-T1	scaffold_151	15268	15621	CA22|C23090C_007868-T1	5SD|CCCC1E1_001005-T1	46305	15267	5	13	core	HrmA	Ci	False	0	0	True	0	5	F05
CA22	C23090C_008126-T1	scaffold_182	11440	12456	CA22|C23090C_008126-T1	GT-126|C8C79ED_008251-T1	31270	11439	0	2	shell	HrmA	Ci	False	0	0	True	0	0	F12
CA22	C23090C_000445-T1	scaffold_3	4428	4945	CA22|C23090C_000445-T1	GT-126|C8C79ED_001931-T1	420354	4427	1	162	core	HrmA	Ci	False	0	0	True	0	1	F04
CA22	C23090C_005893-T1	scaffold_72	14535	15047	CA22|C23090C_005893-T1	5SD|CCCC1E1_003562-T1	119107	14534	4	34	core	HrmA	Ci	False	0	0	True	0	4	F06
CA22	C23090C_006299-T1	scaffold_82	79981	80370	CA22|C23090C_006299-T1	5SD|CCCC1E1_000191-T1	107940	27570	30	41	core	HrmA	Ci	False	0	0	False	0	10	F07
CA23	C477594_006512-T1	scaffold_104	79112	79465	CA23|C477594_006512-T1	5SD|CCCC1E1_001005-T1	94732	15267	10	16	core	HrmA	Ci	False	0	0	False	0	5	F05
CA23	C477594_001759-T1	scaffold_15	4277	4794	CA23|C477594_001759-T1	GT-126|C8C79ED_001931-T1	258836	4276	1	83	core	HrmA	Ci	False	0	0	True	0	1	F04
CA23	C477594_008245-T1	scaffold_212	18709	19725	CA23|C477594_008245-T1	GT-126|C8C79ED_008251-T1	31174	11449	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F12
CA23	C477594_002987-T1	scaffold_29	189016	189380	CA23|C477594_002987-T1	B15146|CF83403_004486-T1	201067	11687	62	67	cloud	HrmA	Ci	False	0	0	False	0	4	F19
CA23	C477594_003813-T1	scaffold_43	104269	104781	CA23|C477594_003813-T1	5SD|CCCC1E1_003562-T1	173794	69013	29	43	core	HrmA	Ci	False	0	0	False	0	13	F06
CA23	C477594_006339-T1	scaffold_98	77828	78217	CA23|C477594_006339-T1	5SD|CCCC1E1_000191-T1	101504	23287	31	41	core	HrmA	Ci	False	0	0	False	0	9	F07
CA24	C32A5BD_008459-T1	scaffold_156	26608	27138	CA24|C32A5BD_008459-T1	GT-126|C8C79ED_001931-T1	38974	11836	1	3	core	HrmA	Ci	False	0	0	False	0	1	F04
CA24	C32A5BD_004860-T1	scaffold_44	68665	69177	CA24|C32A5BD_004860-T1	5SD|CCCC1E1_003562-T1	200087	68664	9	53	core	HrmA	Ci	False	0	0	True	0	9	F06
CA24	C32A5BD_005010-T1	scaffold_47	116000	116365	CA24|C32A5BD_005010-T1	GT-146|CDEB87D_007880-T1	195346	78981	39	67	shell	HrmA	Ci	False	0	0	False	0	27	F08
CA24	C32A5BD_006025-T1	scaffold_66	47108	47461	CA24|C32A5BD_006025-T1	5SD|CCCC1E1_001005-T1	148714	47107	11	22	core	HrmA	Ci	False	0	0	True	0	10	F05
CA24	C32A5BD_006601-T1	scaffold_78	70809	71326	CA24|C32A5BD_006601-T1	GT-126|C8C79ED_001931-T1	129592	58266	29	52	core	HrmA	Ci	False	0	0	False	0	22	F04
CA24	C32A5BD_006918-T1	scaffold_85	93384	93773	CA24|C32A5BD_006918-T1	5SD|CCCC1E1_000191-T1	114214	20441	38	48	core	HrmA	Ci	False	0	0	False	0	9	F07
CA25	C4385CC_007006-T1	scaffold_123	10959	11471	CA25|C4385CC_007006-T1	5SD|CCCC1E1_003562-T1	80072	10958	0	13	core	HrmA	Ci	False	0	0	True	0	0	F06
